0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
-33.0,-34.0,-23.0,-24.0,-19.0,-1.0,1.0,-91.0,-35.0,-35.0,-31.0,-25.0,-22.0,-20.0,-9.0,-10.0,3
35.0,23.0,20.0,21.0,19.0,18.0,14.0,23.0,13.0,12.0,12.0,13.0,14.0,13.0,16.0,12.0,3
0.0,-12.0,-8.0,-18.0,-8.0,44.0,186.0,123.0,8.0,0.0,-6.0,-4.0,-3.0,-9.0,-21.0,12.0,3
-11.0,4.0,-2.0,19.0,16.0,8.0,8.0,6.0,5.0,-5.0,-5.0,-26.0,-13.0,-6.0,-1.0,-1.0,3
-162.0,-74.0,-64.0,-65.0,-67.0,-66.0,-121.0,-284.0,-67.0,-30.0,-20.0,-11.0,-42.0,-75.0,-78.0,-60.0,3
23.0,25.0,25.0,27.0,27.0,8.0,-61.0,43.0,-5.0,3.0,4.0,0.0,-9.0,-29.0,-31.0,-15.0,3
38.0,38.0,42.0,39.0,39.0,42.0,42.0,42.0,17.0,21.0,21.0,26.0,26.0,27.0,26.0,27.0,3
-40.0,-32.0,-35.0,-29.0,-27.0,-29.0,-4.0,-2.0,-31.0,-25.0,-23.0,-22.0,-15.0,-1.0,4.0,-6.0,3
-15.0,-11.0,-9.0,-10.0,-12.0,-15.0,-30.0,-64.0,-4.0,-5.0,-8.0,-8.0,-10.0,-18.0,-18.0,-4.0,3
-18.0,-3.0,-2.0,-10.0,-3.0,-11.0,-3.0,-7.0,1.0,-10.0,-9.0,-9.0,0.0,4.0,9.0,8.0,3
14.0,16.0,7.0,23.0,23.0,12.0,53.0,2.0,-23.0,-30.0,-31.0,-45.0,-67.0,-122.0,-190.0,-171.0,3
-2.0,-4.0,-4.0,-3.0,-6.0,-5.0,17.0,38.0,-9.0,-8.0,-7.0,-8.0,-7.0,-9.0,-12.0,-15.0,3
14.0,8.0,4.0,6.0,6.0,8.0,12.0,14.0,0.0,2.0,0.0,1.0,2.0,1.0,-4.0,-7.0,3
-15.0,-6.0,-14.0,-7.0,-3.0,-10.0,-9.0,6.0,2.0,-13.0,-11.0,-29.0,-23.0,-13.0,-13.0,-16.0,3
-22.0,-8.0,-9.0,-13.0,-11.0,-17.0,-10.0,-11.0,2.0,-10.0,-6.0,-15.0,-6.0,-3.0,-2.0,1.0,3
8.0,4.0,-5.0,0.0,-2.0,1.0,58.0,165.0,-28.0,-30.0,-33.0,-47.0,-39.0,-48.0,-78.0,-88.0,3
-21.0,-23.0,3.0,-21.0,-16.0,-8.0,-82.0,14.0,-46.0,-17.0,-15.0,-4.0,-12.0,-19.0,-10.0,-9.0,3
3.0,1.0,2.0,0.0,-4.0,-19.0,-49.0,16.0,-1.0,4.0,3.0,9.0,11.0,19.0,32.0,33.0,3
5.0,5.0,5.0,2.0,0.0,-8.0,-15.0,8.0,6.0,0.0,0.0,-2.0,-3.0,-7.0,-11.0,-10.0,3
46.0,37.0,23.0,24.0,34.0,44.0,143.0,171.0,43.0,18.0,12.0,9.0,11.0,17.0,0.0,-5.0,3
23.0,17.0,16.0,-3.0,5.0,4.0,24.0,16.0,11.0,7.0,4.0,4.0,-1.0,-7.0,2.0,9.0,3
-14.0,-5.0,10.0,-11.0,-13.0,-15.0,-14.0,-13.0,1.0,0.0,5.0,-9.0,-7.0,-10.0,-6.0,-6.0,3
-41.0,-41.0,-45.0,-41.0,-38.0,-6.0,81.0,-23.0,-22.0,-44.0,-47.0,-54.0,-38.0,-32.0,-35.0,-28.0,3
-7.0,-7.0,-8.0,-9.0,-10.0,-11.0,-23.0,-6.0,-1.0,0.0,1.0,7.0,13.0,25.0,29.0,24.0,3
12.0,9.0,11.0,9.0,9.0,13.0,24.0,20.0,7.0,4.0,5.0,11.0,12.0,25.0,35.0,33.0,3
-13.0,-12.0,-14.0,-12.0,-7.0,-4.0,-2.0,-12.0,-5.0,-5.0,-5.0,-7.0,0.0,12.0,19.0,20.0,3
-51.0,-47.0,-45.0,-45.0,-41.0,-22.0,71.0,-24.0,-43.0,-33.0,-30.0,-31.0,-28.0,-32.0,-46.0,-52.0,3
15.0,14.0,14.0,15.0,13.0,17.0,47.0,17.0,7.0,7.0,8.0,14.0,13.0,12.0,15.0,15.0,3
-19.0,-11.0,-10.0,-8.0,-15.0,-16.0,-5.0,-4.0,-5.0,-9.0,-9.0,-11.0,-15.0,-24.0,-37.0,-31.0,3
-7.0,-20.0,-24.0,-17.0,-17.0,-20.0,33.0,91.0,-30.0,-25.0,-26.0,-32.0,-41.0,-56.0,-74.0,-86.0,3
36.0,25.0,18.0,17.0,19.0,26.0,0.0,38.0,7.0,15.0,14.0,19.0,23.0,25.0,16.0,-1.0,3
3.0,4.0,0.0,6.0,10.0,13.0,0.0,0.0,6.0,8.0,10.0,6.0,6.0,11.0,17.0,9.0,3
8.0,7.0,10.0,4.0,2.0,-4.0,-11.0,12.0,18.0,10.0,4.0,14.0,15.0,21.0,36.0,39.0,3
21.0,9.0,24.0,-4.0,-3.0,17.0,-15.0,-5.0,-12.0,5.0,0.0,17.0,11.0,0.0,-2.0,6.0,3
-5.0,-16.0,-21.0,-25.0,-23.0,-14.0,15.0,6.0,-16.0,-16.0,-12.0,-26.0,-26.0,-18.0,10.0,0.0,3
10.0,10.0,4.0,8.0,6.0,-14.0,-60.0,0.0,11.0,6.0,7.0,7.0,8.0,12.0,17.0,17.0,3
17.0,3.0,-2.0,12.0,12.0,7.0,3.0,81.0,-37.0,-23.0,-20.0,-21.0,-30.0,-61.0,-96.0,-103.0,3
3.0,8.0,8.0,8.0,7.0,2.0,-11.0,-27.0,7.0,6.0,0.0,10.0,8.0,8.0,14.0,15.0,3
-10.0,-3.0,-10.0,-8.0,-14.0,-39.0,-54.0,5.0,11.0,0.0,-4.0,-12.0,-12.0,-10.0,-21.0,-18.0,3
-9.0,-9.0,-4.0,0.0,3.0,11.0,9.0,-29.0,-22.0,-12.0,-11.0,-7.0,-7.0,-6.0,1.0,3.0,3
-16.0,-13.0,-18.0,-15.0,-11.0,9.0,50.0,-20.0,18.0,-11.0,-18.0,-22.0,0.0,27.0,53.0,42.0,3
17.0,5.0,44.0,7.0,14.0,32.0,66.0,1.0,-27.0,25.0,29.0,63.0,35.0,6.0,-11.0,-19.0,3
-33.0,-3.0,-6.0,-2.0,-1.0,10.0,71.0,-75.0,-3.0,-1.0,1.0,5.0,3.0,-1.0,-10.0,-11.0,3
6.0,12.0,12.0,22.0,20.0,-7.0,-16.0,18.0,11.0,-1.0,-2.0,-14.0,-8.0,1.0,-3.0,-12.0,3
20.0,8.0,2.0,-2.0,-1.0,0.0,-12.0,83.0,8.0,1.0,-4.0,-8.0,-12.0,-11.0,-9.0,-10.0,3
21.0,0.0,28.0,-7.0,-15.0,15.0,59.0,49.0,-17.0,17.0,21.0,55.0,26.0,21.0,35.0,29.0,3
39.0,42.0,24.0,42.0,40.0,6.0,-61.0,26.0,17.0,3.0,-1.0,-16.0,-7.0,-4.0,-8.0,2.0,3
