0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
9.0,10.0,11.0,11.0,11.0,8.0,11.0,10.0,10.0,10.0,15.0,-3.0,6.0,10.0,13.0,12.0,1
2.0,0.0,-15.0,-4.0,-2.0,5.0,-13.0,-8.0,14.0,11.0,6.0,25.0,12.0,20.0,43.0,36.0,1
12.0,8.0,6.0,5.0,2.0,9.0,8.0,8.0,-1.0,-2.0,0.0,6.0,-1.0,-8.0,-9.0,-4.0,1
-106.0,-102.0,-80.0,-53.0,-41.0,-43.0,-35.0,-61.0,-47.0,-36.0,-45.0,-66.0,-45.0,-29.0,-20.0,-31.0,1
-33.0,-31.0,-25.0,-23.0,-15.0,-6.0,-23.0,-15.0,-18.0,-12.0,-17.0,2.0,-12.0,1.0,1.0,-12.0,1
-8.0,-14.0,-7.0,-6.0,-3.0,-13.0,-11.0,-9.0,-9.0,-8.0,-9.0,-1.0,-13.0,-14.0,-13.0,-14.0,1
-29.0,-31.0,-25.0,-21.0,-22.0,-30.0,-21.0,-25.0,-18.0,-14.0,-12.0,-9.0,-10.0,-18.0,-22.0,-21.0,1
-2.0,0.0,1.0,6.0,8.0,13.0,9.0,1.0,1.0,4.0,1.0,-14.0,-6.0,-4.0,1.0,1.0,1
6.0,9.0,6.0,3.0,0.0,-2.0,-9.0,-2.0,6.0,4.0,8.0,10.0,10.0,12.0,10.0,6.0,1
6.0,5.0,8.0,9.0,3.0,3.0,17.0,6.0,7.0,5.0,8.0,-53.0,5.0,-8.0,-17.0,4.0,1
-25.0,-21.0,-12.0,-10.0,-12.0,-5.0,5.0,-10.0,5.0,2.0,-17.0,30.0,-11.0,-11.0,-8.0,-8.0,1
54.0,76.0,71.0,66.0,56.0,40.0,29.0,70.0,28.0,7.0,17.0,35.0,35.0,31.0,28.0,46.0,1
12.0,14.0,10.0,8.0,4.0,4.0,8.0,12.0,12.0,8.0,8.0,4.0,3.0,2.0,2.0,5.0,1
-10.0,-3.0,1.0,5.0,14.0,17.0,23.0,14.0,3.0,6.0,5.0,17.0,14.0,14.0,10.0,5.0,1
26.0,10.0,14.0,37.0,39.0,51.0,25.0,29.0,25.0,19.0,31.0,120.0,58.0,44.0,21.0,10.0,1
5.0,7.0,0.0,0.0,1.0,1.0,13.0,12.0,4.0,7.0,3.0,-63.0,-25.0,-16.0,-8.0,-10.0,1
-85.0,-57.0,-51.0,-36.0,-34.0,-51.0,-49.0,-63.0,-31.0,-6.0,-7.0,-2.0,-2.0,-10.0,-28.0,-42.0,1
2.0,2.0,-1.0,-2.0,-2.0,-15.0,-2.0,2.0,-2.0,8.0,15.0,-150.0,-9.0,-14.0,-22.0,-10.0,1
11.0,12.0,5.0,-3.0,-8.0,-47.0,-23.0,-7.0,14.0,10.0,18.0,-198.0,7.0,18.0,14.0,11.0,1
-8.0,-11.0,-10.0,0.0,6.0,13.0,21.0,6.0,-2.0,3.0,5.0,21.0,21.0,35.0,19.0,3.0,1
12.0,16.0,15.0,16.0,23.0,40.0,31.0,20.0,20.0,18.0,8.0,14.0,-4.0,8.0,21.0,16.0,1
6.0,6.0,2.0,4.0,6.0,-1.0,15.0,8.0,2.0,10.0,6.0,-47.0,1.0,1.0,-1.0,6.0,1
-19.0,-21.0,-21.0,-17.0,-17.0,-20.0,-24.0,-19.0,-17.0,-20.0,-19.0,27.0,-15.0,-20.0,-27.0,-24.0,1
0.0,0.0,3.0,4.0,4.0,-2.0,2.0,1.0,1.0,4.0,0.0,-10.0,0.0,-2.0,-2.0,-3.0,1
-8.0,-14.0,-22.0,-18.0,-14.0,-26.0,-14.0,-10.0,-7.0,-5.0,-6.0,-6.0,-5.0,-8.0,-8.0,-7.0,1
-16.0,-18.0,-14.0,-17.0,-17.0,-12.0,-22.0,-17.0,-9.0,-20.0,-16.0,14.0,-7.0,-10.0,-12.0,-18.0,1
0.0,-4.0,-9.0,-10.0,-9.0,7.0,7.0,1.0,-2.0,-5.0,-4.0,-3.0,-16.0,-18.0,-2.0,0.0,1
8.0,-2.0,-8.0,-25.0,-36.0,-47.0,-34.0,-27.0,-10.0,-11.0,-10.0,-28.0,-39.0,-81.0,-70.0,-14.0,1
-4.0,-1.0,-27.0,-18.0,-4.0,6.0,12.0,0.0,7.0,7.0,4.0,25.0,-2.0,-9.0,-6.0,0.0,1
2.0,-4.0,-6.0,-7.0,-5.0,2.0,-10.0,-8.0,0.0,-5.0,-10.0,6.0,-3.0,4.0,1.0,0.0,1
-24.0,-26.0,-25.0,-25.0,-24.0,-22.0,-26.0,-24.0,-22.0,-25.0,-28.0,20.0,-19.0,-10.0,-8.0,-19.0,1
16.0,9.0,6.0,2.0,7.0,-5.0,4.0,7.0,6.0,10.0,11.0,-33.0,3.0,1.0,-4.0,10.0,1
8.0,9.0,12.0,12.0,6.0,15.0,1.0,3.0,9.0,9.0,8.0,7.0,-2.0,3.0,17.0,17.0,1
-3.0,-23.0,-32.0,-31.0,-20.0,-28.0,-20.0,-6.0,-41.0,-40.0,-36.0,11.0,-19.0,-29.0,-35.0,-39.0,1
42.0,31.0,19.0,18.0,17.0,24.0,17.0,23.0,15.0,16.0,16.0,23.0,17.0,23.0,12.0,12.0,1
-17.0,-15.0,-16.0,-15.0,-20.0,-36.0,-21.0,-12.0,-13.0,-11.0,-10.0,1.0,-6.0,-10.0,-14.0,-11.0,1
8.0,2.0,-1.0,-5.0,-4.0,-2.0,3.0,2.0,3.0,3.0,2.0,-5.0,-1.0,1.0,7.0,8.0,1
-33.0,-36.0,-43.0,-35.0,-34.0,-21.0,-16.0,-28.0,-26.0,-33.0,-24.0,-8.0,-21.0,-15.0,-18.0,-31.0,1
18.0,9.0,2.0,-7.0,-11.0,-17.0,-4.0,6.0,-1.0,-2.0,-4.0,16.0,7.0,0.0,-5.0,-1.0,1
-24.0,-14.0,-10.0,-5.0,3.0,2.0,-2.0,-9.0,-14.0,-14.0,-14.0,14.0,-1.0,2.0,-1.0,-13.0,1
4.0,3.0,4.0,10.0,10.0,-19.0,8.0,10.0,0.0,11.0,-1.0,65.0,19.0,25.0,5.0,13.0,1
-7.0,-11.0,-24.0,-10.0,-6.0,-31.0,-8.0,-5.0,-1.0,15.0,12.0,-117.0,-4.0,2.0,3.0,3.0,1
93.0,78.0,58.0,51.0,47.0,37.0,34.0,64.0,44.0,42.0,28.0,-11.0,33.0,35.0,34.0,42.0,1
22.0,19.0,16.0,14.0,16.0,21.0,31.0,21.0,7.0,8.0,4.0,17.0,13.0,18.0,15.0,5.0,1
2.0,-2.0,-1.0,1.0,0.0,10.0,2.0,-3.0,6.0,4.0,-3.0,19.0,-7.0,2.0,8.0,8.0,1
20.0,16.0,8.0,-5.0,-14.0,-31.0,-20.0,-7.0,6.0,4.0,1.0,-13.0,-15.0,-49.0,-41.0,-4.0,1
59.0,50.0,38.0,34.0,34.0,27.0,32.0,40.0,46.0,45.0,21.0,63.0,14.0,10.0,24.0,44.0,1
5.0,4.0,7.0,1.0,-1.0,2.0,-6.0,0.0,4.0,4.0,4.0,16.0,9.0,2.0,-2.0,-1.0,1
52.0,40.0,25.0,22.0,24.0,36.0,46.0,46.0,12.0,19.0,13.0,37.0,33.0,25.0,7.0,-10.0,1
23.0,-17.0,-18.0,0.0,4.0,41.0,8.0,-2.0,-7.0,-19.0,-22.0,58.0,-2.0,11.0,17.0,-4.0,1
-17.0,-10.0,-5.0,-8.0,-12.0,-18.0,-13.0,-15.0,-14.0,-9.0,-7.0,-6.0,-7.0,-7.0,-8.0,-10.0,1
20.0,23.0,17.0,22.0,24.0,-3.0,19.0,24.0,11.0,19.0,40.0,-171.0,11.0,6.0,8.0,10.0,1
46.0,29.0,5.0,6.0,5.0,21.0,11.0,25.0,17.0,23.0,-4.0,224.0,33.0,16.0,2.0,20.0,1
