0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
-14.0,4.0,-13.0,-15.0,47.0,66.0,181.0,83.0,-35.0,-35.0,-31.0,-25.0,-22.0,-20.0,-9.0,-10.0,3
9.0,20.0,16.0,6.0,3.0,-4.0,1.0,-10.0,13.0,12.0,12.0,13.0,14.0,13.0,16.0,12.0,3
52.0,38.0,9.0,-4.0,82.0,141.0,320.0,209.0,8.0,0.0,-6.0,-4.0,-3.0,-9.0,-21.0,12.0,3
-3.0,-14.0,-1.0,11.0,-12.0,-12.0,-38.0,9.0,5.0,-5.0,-5.0,-26.0,-13.0,-6.0,-1.0,-1.0,3
-65.0,-37.0,-44.0,-62.0,-46.0,-53.0,-17.0,-72.0,-67.0,-30.0,-20.0,-11.0,-42.0,-75.0,-78.0,-60.0,3
-31.0,10.0,10.0,-9.0,-40.0,-74.0,-127.0,-121.0,-5.0,3.0,4.0,0.0,-9.0,-29.0,-31.0,-15.0,3
25.0,35.0,34.0,34.0,37.0,37.0,46.0,36.0,17.0,21.0,21.0,26.0,26.0,27.0,26.0,27.0,3
-50.0,-38.0,-30.0,-30.0,-46.0,-56.0,-95.0,-75.0,-31.0,-25.0,-23.0,-22.0,-15.0,-1.0,4.0,-6.0,3
-7.0,-7.0,-6.0,-6.0,-6.0,-7.0,-4.0,-5.0,-4.0,-5.0,-8.0,-8.0,-10.0,-18.0,-18.0,-4.0,3
-17.0,-12.0,-8.0,-3.0,-5.0,-1.0,2.0,17.0,1.0,-10.0,-9.0,-9.0,0.0,4.0,9.0,8.0,3
-28.0,-32.0,-23.0,-38.0,-103.0,-133.0,-248.0,-167.0,-23.0,-30.0,-31.0,-45.0,-67.0,-122.0,-190.0,-171.0,3
-7.0,-2.0,-3.0,-4.0,-7.0,-8.0,-8.0,-7.0,-9.0,-8.0,-7.0,-8.0,-7.0,-9.0,-12.0,-15.0,3
9.0,7.0,5.0,4.0,4.0,5.0,4.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,-4.0,-7.0,3
