0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
31.0,9.0,14.0,23.0,22.0,28.0,9.0,24.0,11.0,27.0,2.0,17.0,19.0,29.0,40.0,28.0,2
-17.0,-11.0,-15.0,-18.0,-18.0,-16.0,-15.0,-15.0,-16.0,-19.0,-16.0,-12.0,-10.0,-9.0,-8.0,-10.0,2
-126.0,-84.0,-90.0,-50.0,-53.0,-42.0,-81.0,2.0,107.0,-36.0,-26.0,-47.0,-59.0,-56.0,-25.0,-30.0,2
-91.0,-46.0,-47.0,12.0,27.0,134.0,249.0,492.0,48.0,148.0,147.0,62.0,50.0,39.0,35.0,32.0,2
195.0,67.0,22.0,14.0,-91.0,-404.0,-605.0,-1926.0,-1076.0,-161.0,-88.0,-11.0,-40.0,-25.0,70.0,92.0,2
45.0,-16.0,51.0,70.0,32.0,84.0,219.0,371.0,-40.0,-236.0,-118.0,-39.0,-29.0,-25.0,9.0,-7.0,2
111.0,90.0,74.0,45.0,25.0,21.0,20.0,32.0,41.0,41.0,33.0,32.0,21.0,19.0,25.0,25.0,2
-49.0,-28.0,-31.0,15.0,26.0,17.0,-24.0,-35.0,7.0,53.0,35.0,7.0,7.0,-16.0,24.0,0.0,2
17.0,-23.0,-22.0,61.0,57.0,139.0,288.0,436.0,35.0,-167.0,-59.0,2.0,19.0,23.0,33.0,-22.0,2
-21.0,-15.0,-11.0,-1.0,10.0,14.0,0.0,17.0,-4.0,1.0,-5.0,-11.0,0.0,3.0,6.0,7.0,2
-18.0,-16.0,-11.0,-14.0,-12.0,-6.0,-25.0,-23.0,-14.0,-6.0,-7.0,-8.0,-11.0,-10.0,-8.0,-9.0,2
540.0,417.0,334.0,140.0,-88.0,-602.0,-1120.0,-1928.0,170.0,27.0,-26.0,19.0,-29.0,-35.0,-10.0,15.0,2
103.0,80.0,48.0,20.0,6.0,1.0,-26.0,-12.0,-20.0,29.0,-2.0,6.0,-5.0,-9.0,-14.0,-16.0,2
-83.0,-63.0,-39.0,-42.0,-32.0,-35.0,-59.0,-42.0,-47.0,-48.0,-28.0,-45.0,-39.0,-43.0,-41.0,-24.0,2
-2.0,0.0,10.0,4.0,17.0,8.0,0.0,32.0,19.0,28.0,26.0,42.0,38.0,27.0,25.0,27.0,2
12.0,9.0,8.0,1.0,2.0,3.0,5.0,6.0,17.0,32.0,24.0,2.0,5.0,5.0,10.0,21.0,2
-12.0,-14.0,-21.0,-18.0,-18.0,-24.0,-32.0,-26.0,-11.0,11.0,-6.0,-17.0,-23.0,-22.0,-13.0,-7.0,2
17.0,12.0,7.0,0.0,2.0,0.0,-13.0,-2.0,-12.0,-36.0,-18.0,-13.0,-11.0,-11.0,-16.0,-7.0,2
8.0,0.0,9.0,11.0,19.0,16.0,-5.0,4.0,11.0,23.0,13.0,14.0,19.0,19.0,17.0,11.0,2
-32.0,-33.0,-36.0,-24.0,-12.0,-20.0,-31.0,-4.0,-17.0,-2.0,0.0,-1.0,-2.0,4.0,-2.0,-1.0,2
-33.0,-32.0,-21.0,-13.0,-10.0,-5.0,-12.0,-10.0,-12.0,-14.0,-20.0,-10.0,-8.0,-4.0,-3.0,-6.0,2
5.0,14.0,23.0,38.0,-20.0,53.0,100.0,403.0,-41.0,-76.0,-46.0,-33.0,-48.0,-47.0,-30.0,-32.0,2
0.0,6.0,4.0,8.0,8.0,9.0,0.0,18.0,27.0,45.0,34.0,12.0,2.0,-5.0,10.0,7.0,2
