0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
25.0,23.0,21.0,20.0,20.0,8.0,14.0,8.0,17.0,25.0,7.0,41.0,31.0,31.0,15.0,16.0,8
1.0,8.0,-1.0,-11.0,-23.0,-27.0,-11.0,-16.0,0.0,-6.0,-2.0,-11.0,-9.0,-7.0,-7.0,-2.0,8
-3.0,0.0,16.0,-4.0,-6.0,-3.0,9.0,12.0,59.0,107.0,124.0,-32.0,19.0,21.0,17.0,40.0,8
-4.0,-1.0,-11.0,6.0,22.0,23.0,3.0,3.0,113.0,267.0,41.0,117.0,74.0,53.0,50.0,71.0,8
21.0,21.0,21.0,18.0,19.0,30.0,35.0,31.0,17.0,42.0,22.0,19.0,9.0,-1.0,-3.0,8.0,8
-9.0,-7.0,-16.0,-6.0,3.0,0.0,-2.0,-4.0,-27.0,-46.0,-58.0,-2.0,-11.0,-18.0,-31.0,-25.0,8
-9.0,-1.0,-5.0,-10.0,-13.0,-16.0,-8.0,-6.0,22.0,54.0,26.0,15.0,10.0,13.0,21.0,15.0,8
-6.0,-4.0,-12.0,-12.0,-11.0,-12.0,-8.0,-12.0,157.0,399.0,170.0,121.0,114.0,84.0,68.0,108.0,8
-18.0,-22.0,-20.0,-13.0,-25.0,-31.0,-5.0,32.0,-13.0,7.0,1.0,-1.0,0.0,-2.0,-14.0,-7.0,8
-7.0,-3.0,0.0,-1.0,1.0,3.0,3.0,2.0,0.0,-2.0,-20.0,23.0,7.0,3.0,-2.0,0.0,8
3.0,7.0,29.0,15.0,12.0,8.0,327.0,502.0,15.0,53.0,92.0,-30.0,-3.0,-16.0,-43.0,-6.0,8
16.0,7.0,2.0,12.0,14.0,10.0,1.0,7.0,-22.0,-53.0,-44.0,1.0,-7.0,-5.0,-8.0,-14.0,8
9.0,21.0,16.0,10.0,11.0,21.0,22.0,18.0,13.0,24.0,4.0,20.0,14.0,9.0,-1.0,4.0,8
-54.0,-59.0,-43.0,-25.0,-28.0,-47.0,-31.0,-20.0,-25.0,-37.0,-32.0,-14.0,-15.0,-16.0,-22.0,-20.0,8
-8.0,-23.0,-23.0,-9.0,-2.0,-2.0,5.0,5.0,-4.0,20.0,10.0,-10.0,-1.0,-4.0,-18.0,-6.0,8
29.0,25.0,26.0,18.0,18.0,31.0,27.0,25.0,17.0,29.0,10.0,21.0,13.0,16.0,17.0,14.0,8
-39.0,-48.0,-39.0,-29.0,-21.0,-43.0,-29.0,-38.0,-15.0,-69.0,-37.0,5.0,-16.0,-18.0,-27.0,-24.0,8
29.0,30.0,17.0,6.0,0.0,-8.0,-5.0,-19.0,-203.0,-465.0,-250.0,-98.0,-121.0,-105.0,-93.0,-140.0,8
16.0,17.0,15.0,11.0,4.0,20.0,17.0,21.0,5.0,-8.0,-17.0,15.0,8.0,6.0,4.0,5.0,8
-20.0,-27.0,-25.0,-7.0,7.0,-8.0,5.0,5.0,27.0,143.0,-12.0,41.0,29.0,23.0,29.0,36.0,8
21.0,35.0,18.0,5.0,10.0,-14.0,-37.0,-60.0,-11.0,-59.0,-28.0,-2.0,2.0,6.0,0.0,-13.0,8
-24.0,-36.0,-28.0,-20.0,-16.0,-5.0,-1.0,18.0,-31.0,-48.0,-18.0,-19.0,-18.0,-18.0,-21.0,-23.0,8
6.0,4.0,4.0,-5.0,-12.0,-51.0,46.0,21.0,-4.0,-34.0,-35.0,11.0,1.0,0.0,-1.0,-6.0,8
29.0,38.0,32.0,18.0,11.0,-18.0,-26.0,-30.0,23.0,-26.0,10.0,13.0,10.0,5.0,5.0,7.0,8
7.0,5.0,7.0,4.0,6.0,5.0,7.0,2.0,0.0,-13.0,-32.0,27.0,5.0,1.0,2.0,2.0,8
-5.0,-16.0,-9.0,4.0,0.0,-7.0,-11.0,-19.0,-15.0,-22.0,-26.0,13.0,-4.0,-7.0,0.0,-7.0,8
19.0,9.0,10.0,16.0,18.0,14.0,16.0,14.0,-92.0,-186.0,-125.0,-36.0,-39.0,-39.0,-36.0,-54.0,8
-16.0,-20.0,-17.0,-10.0,-20.0,-27.0,-11.0,-9.0,-4.0,-15.0,-32.0,16.0,8.0,6.0,10.0,0.0,8
49.0,46.0,44.0,36.0,28.0,6.0,25.0,31.0,21.0,19.0,8.0,24.0,15.0,8.0,6.0,19.0,8
12.0,8.0,9.0,10.0,10.0,6.0,16.0,22.0,-2.0,-6.0,-32.0,32.0,7.0,3.0,-3.0,-6.0,8
4.0,7.0,8.0,7.0,3.0,0.0,5.0,19.0,-14.0,-67.0,-13.0,-21.0,-14.0,-10.0,-7.0,-6.0,8
11.0,5.0,6.0,6.0,9.0,19.0,14.0,9.0,-5.0,-6.0,-28.0,19.0,5.0,3.0,-7.0,-4.0,8
-22.0,-22.0,-22.0,-24.0,-13.0,11.0,-8.0,-9.0,-25.0,-45.0,-37.0,-16.0,-17.0,-14.0,-13.0,-21.0,8
35.0,39.0,34.0,19.0,11.0,1.0,15.0,23.0,21.0,44.0,25.0,21.0,27.0,32.0,47.0,25.0,8
20.0,23.0,16.0,9.0,15.0,20.0,-614.0,-968.0,-18.0,-48.0,-61.0,11.0,-12.0,-24.0,-29.0,-19.0,8
-6.0,-2.0,-6.0,-14.0,-33.0,-74.0,-36.0,-39.0,-6.0,-8.0,-20.0,11.0,3.0,3.0,18.0,1.0,8
-7.0,-11.0,-6.0,-8.0,-8.0,-10.0,-5.0,-4.0,-8.0,-20.0,-14.0,-12.0,-10.0,-14.0,-11.0,-9.0,8
10.0,11.0,13.0,13.0,18.0,22.0,6.0,5.0,13.0,19.0,18.0,-15.0,10.0,16.0,24.0,15.0,8
15.0,3.0,4.0,6.0,10.0,15.0,9.0,13.0,13.0,-15.0,-37.0,39.0,18.0,21.0,19.0,8.0,8
-3.0,-1.0,3.0,1.0,3.0,7.0,10.0,12.0,8.0,16.0,-10.0,14.0,8.0,6.0,3.0,5.0,8
-5.0,-2.0,1.0,2.0,0.0,6.0,-3.0,-8.0,-9.0,-36.0,-32.0,-5.0,-20.0,-16.0,-6.0,-10.0,8
-8.0,-11.0,-13.0,-12.0,-10.0,-8.0,-7.0,-1.0,-20.0,-36.0,-24.0,-4.0,-9.0,-12.0,-16.0,-13.0,8
-15.0,-20.0,-23.0,-12.0,-6.0,-19.0,-33.0,-63.0,-23.0,-50.0,-73.0,13.0,-11.0,-14.0,-12.0,-17.0,8
