0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
-1.0,7.0,17.0,3.0,14.0,-5.0,-18.0,-6.0,32.0,10.0,10.0,-3.0,-4.0,11.0,3.0,-2.0,1
5.0,9.0,8.0,8.0,11.0,0.0,1.0,5.0,8.0,11.0,11.0,8.0,10.0,9.0,9.0,12.0,1
-9.0,1.0,1.0,0.0,1.0,5.0,-2.0,-4.0,0.0,-10.0,-6.0,-4.0,-3.0,0.0,-3.0,-4.0,1
-17.0,-32.0,-18.0,-7.0,-7.0,-7.0,-3.0,1.0,-20.0,-28.0,-24.0,-14.0,-9.0,-9.0,-7.0,-4.0,1
31.0,35.0,14.0,1.0,0.0,2.0,13.0,19.0,16.0,4.0,2.0,-4.0,0.0,4.0,13.0,17.0,1
-33.0,-9.0,3.0,-10.0,-10.0,-14.0,-2.0,15.0,-26.0,-5.0,-32.0,-17.0,-22.0,-18.0,-10.0,-5.0,1
-25.0,-25.0,-22.0,-21.0,-21.0,-20.0,-14.0,-12.0,-32.0,-27.0,-21.0,-16.0,-16.0,-20.0,-19.0,-17.0,1
-16.0,-28.0,-29.0,-16.0,-16.0,-1.0,6.0,0.0,-22.0,-51.0,-34.0,-23.0,-15.0,-20.0,-13.0,3.0,1
-9.0,-2.0,0.0,1.0,1.0,-4.0,-1.0,-4.0,2.0,9.0,10.0,10.0,7.0,7.0,-1.0,-4.0,1
16.0,12.0,18.0,13.0,13.0,24.0,13.0,13.0,21.0,8.0,23.0,7.0,8.0,-7.0,-3.0,-3.0,1
-15.0,-24.0,-17.0,-5.0,0.0,17.0,7.0,-8.0,-18.0,-32.0,-15.0,-10.0,-6.0,-7.0,-8.0,-5.0,1
2.0,5.0,-3.0,-1.0,4.0,6.0,-2.0,-5.0,-3.0,1.0,0.0,-2.0,0.0,4.0,-1.0,-2.0,1
5.0,16.0,24.0,12.0,11.0,8.0,14.0,5.0,14.0,10.0,15.0,6.0,5.0,7.0,6.0,-3.0,1
12.0,18.0,17.0,14.0,15.0,19.0,8.0,0.0,8.0,13.0,11.0,8.0,4.0,15.0,7.0,2.0,1
3.0,-2.0,1.0,4.0,2.0,1.0,5.0,14.0,2.0,3.0,4.0,3.0,2.0,-3.0,5.0,9.0,1
53.0,37.0,17.0,17.0,9.0,20.0,48.0,43.0,29.0,40.0,37.0,39.0,33.0,23.0,24.0,36.0,1
25.0,25.0,9.0,0.0,-3.0,-4.0,1.0,13.0,18.0,13.0,12.0,2.0,-3.0,-3.0,-1.0,0.0,1
0.0,-3.0,0.0,3.0,7.0,9.0,3.0,-1.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,3.0,1
20.0,14.0,-12.0,4.0,0.0,6.0,8.0,3.0,9.0,12.0,9.0,7.0,10.0,11.0,14.0,15.0,1
-1.0,7.0,6.0,1.0,-4.0,-2.0,-3.0,-4.0,-8.0,-1.0,1.0,-1.0,0.0,-3.0,-4.0,-5.0,1
0.0,-4.0,-4.0,-7.0,-3.0,-1.0,-4.0,-9.0,-7.0,-4.0,-5.0,-3.0,-2.0,-2.0,-4.0,-3.0,1
-3.0,-7.0,-10.0,-1.0,2.0,3.0,1.0,-7.0,-2.0,-3.0,0.0,-1.0,3.0,3.0,7.0,10.0,1
8.0,8.0,11.0,13.0,13.0,14.0,6.0,-4.0,1.0,8.0,7.0,10.0,8.0,11.0,11.0,13.0,1
7.0,5.0,2.0,1.0,-1.0,0.0,-4.0,5.0,2.0,3.0,2.0,-4.0,-4.0,6.0,1.0,1.0,1
-38.0,-36.0,-24.0,-12.0,-6.0,-4.0,-7.0,-23.0,-64.0,-44.0,-23.0,-13.0,-11.0,-7.0,-9.0,-2.0,1
