0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1.0,-2.0,-1.0,-3.0,-14.0,-21.0,-22.0,-15.0,1.0,1.0,0.0,-2.0,-8.0,0.0,-4.0,1.0,6
24.0,25.0,25.0,18.0,10.0,-5.0,-28.0,-14.0,20.0,22.0,18.0,15.0,10.0,-4.0,-22.0,-1.0,6
-16.0,-15.0,-17.0,-17.0,-16.0,-11.0,-10.0,-6.0,-22.0,-20.0,-21.0,-19.0,-15.0,-8.0,-7.0,-11.0,6
-14.0,-31.0,-9.0,-2.0,-5.0,-45.0,-45.0,-49.0,37.0,-1.0,-5.0,-11.0,-14.0,-25.0,-219.0,-203.0,6
32.0,32.0,31.0,29.0,31.0,38.0,36.0,33.0,29.0,31.0,29.0,31.0,31.0,36.0,47.0,46.0,6
5.0,7.0,9.0,11.0,14.0,20.0,-5.0,-2.0,5.0,8.0,12.0,14.0,12.0,4.0,0.0,-3.0,6
7.0,-4.0,1.0,6.0,-12.0,-33.0,-269.0,-371.0,-98.0,-26.0,-20.0,-3.0,33.0,99.0,428.0,290.0,6
10.0,10.0,9.0,9.0,8.0,7.0,8.0,7.0,10.0,12.0,10.0,8.0,8.0,8.0,10.0,17.0,6
-27.0,-27.0,-26.0,-27.0,-31.0,-33.0,-30.0,-24.0,-25.0,-27.0,-28.0,-28.0,-34.0,-41.0,-38.0,-36.0,6
-61.0,-11.0,-22.0,2.0,71.0,246.0,310.0,157.0,-56.0,-20.0,-21.0,10.0,56.0,74.0,187.0,111.0,6
11.0,14.0,14.0,20.0,30.0,92.0,-4.0,-75.0,4.0,12.0,12.0,19.0,28.0,18.0,166.0,138.0,6
30.0,29.0,25.0,16.0,7.0,-5.0,-17.0,-3.0,35.0,32.0,29.0,21.0,16.0,9.0,-17.0,-4.0,6
21.0,-7.0,2.0,-14.0,-103.0,-231.0,-547.0,-434.0,-14.0,4.0,9.0,0.0,-36.0,-64.0,81.0,110.0,6
23.0,2.0,6.0,5.0,-34.0,-124.0,-268.0,-293.0,31.0,6.0,8.0,-1.0,-12.0,-51.0,-37.0,-33.0,6
-11.0,-4.0,-11.0,-7.0,-7.0,15.0,-41.0,-14.0,45.0,-3.0,-5.0,-13.0,-28.0,-72.0,-214.0,-131.0,6
-7.0,-6.0,-6.0,-4.0,-8.0,-8.0,-7.0,-4.0,21.0,-7.0,-1.0,-6.0,-13.0,-30.0,-79.0,-46.0,6
72.0,59.0,74.0,76.0,41.0,79.0,-26.0,-14.0,83.0,68.0,75.0,74.0,60.0,33.0,25.0,46.0,6
12.0,13.0,10.0,10.0,12.0,16.0,20.0,20.0,11.0,10.0,11.0,9.0,9.0,7.0,15.0,21.0,6
39.0,41.0,35.0,34.0,20.0,23.0,-84.0,-70.0,200.0,64.0,53.0,30.0,0.0,-116.0,-481.0,-316.0,6
-47.0,-46.0,-46.0,-45.0,-45.0,-44.0,-54.0,-58.0,-53.0,-55.0,-48.0,-49.0,-45.0,-47.0,-62.0,-66.0,6
49.0,46.0,46.0,46.0,49.0,53.0,55.0,63.0,44.0,45.0,42.0,45.0,47.0,55.0,63.0,63.0,6
0.0,-20.0,-5.0,1.0,-36.0,-119.0,-253.0,-306.0,-6.0,-18.0,-5.0,-6.0,-16.0,-24.0,-59.0,-45.0,6
-3.0,-2.0,0.0,2.0,0.0,-8.0,-21.0,-29.0,-2.0,-1.0,1.0,1.0,2.0,-3.0,-7.0,-16.0,6
21.0,16.0,11.0,14.0,13.0,-1.0,21.0,30.0,21.0,6.0,0.0,11.0,13.0,19.0,-19.0,-6.0,6
58.0,29.0,27.0,31.0,115.0,71.0,-167.0,-217.0,-61.0,-7.0,2.0,11.0,27.0,52.0,299.0,250.0,6
19.0,-15.0,19.0,34.0,35.0,4.0,-11.0,-6.0,25.0,16.0,27.0,24.0,32.0,45.0,-41.0,-61.0,6
12.0,-1.0,9.0,8.0,-3.0,-20.0,-23.0,-31.0,9.0,18.0,15.0,11.0,10.0,17.0,2.0,-4.0,6
-1.0,-9.0,-3.0,-8.0,-33.0,-1.0,-124.0,-167.0,-2.0,-3.0,-1.0,-3.0,-12.0,-32.0,73.0,76.0,6
14.0,9.0,6.0,3.0,-1.0,-9.0,7.0,17.0,58.0,22.0,12.0,6.0,-6.0,-33.0,-168.0,-106.0,6
