0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
-6.0,-7.0,-8.0,-5.0,-1.0,-2.0,-5.0,-6.0,-6.0,-8.0,-6.0,-7.0,-4.0,-2.0,-2.0,-5.0,8
-5.0,-4.0,-4.0,0.0,0.0,-6.0,-5.0,-4.0,-1.0,12.0,-3.0,-2.0,0.0,-2.0,-3.0,3.0,8
2.0,2.0,4.0,5.0,5.0,3.0,1.0,3.0,2.0,4.0,5.0,5.0,5.0,2.0,-3.0,-19.0,8
12.0,15.0,16.0,16.0,15.0,13.0,12.0,14.0,-5.0,-68.0,14.0,14.0,14.0,18.0,18.0,42.0,8
-18.0,-17.0,-16.0,-13.0,-14.0,-15.0,-20.0,-18.0,-11.0,-24.0,-18.0,-19.0,-15.0,-18.0,-17.0,-38.0,8
-8.0,-8.0,-10.0,-9.0,-10.0,-5.0,-5.0,-7.0,-10.0,-24.0,-7.0,-8.0,-11.0,-7.0,-8.0,-7.0,8
-2.0,-3.0,-6.0,-4.0,-6.0,-8.0,0.0,0.0,-1.0,8.0,-3.0,-4.0,-3.0,-4.0,0.0,21.0,8
7.0,6.0,6.0,6.0,8.0,10.0,7.0,5.0,8.0,48.0,4.0,4.0,7.0,5.0,4.0,8.0,8
5.0,4.0,1.0,1.0,5.0,7.0,10.0,5.0,4.0,26.0,6.0,5.0,6.0,7.0,9.0,9.0,8
-3.0,-3.0,-4.0,-5.0,-5.0,-5.0,-6.0,-4.0,-3.0,20.0,-5.0,-3.0,-4.0,1.0,2.0,0.0,8
-3.0,-1.0,1.0,1.0,1.0,-2.0,-6.0,-3.0,17.0,17.0,-2.0,-3.0,1.0,-1.0,-1.0,17.0,8
-8.0,-7.0,-7.0,-6.0,-7.0,-7.0,-5.0,-4.0,-7.0,-14.0,-7.0,-8.0,-7.0,-11.0,-10.0,-7.0,8
-9.0,-10.0,-10.0,-11.0,-12.0,-10.0,-10.0,-9.0,-9.0,-8.0,-10.0,-12.0,-12.0,-10.0,-10.0,-9.0,8
-11.0,-13.0,-13.0,-12.0,-13.0,-12.0,-6.0,-10.0,-12.0,-17.0,-13.0,-13.0,-13.0,-10.0,-11.0,-11.0,8
-14.0,-14.0,-14.0,-16.0,-19.0,-16.0,-21.0,-16.0,-18.0,-9.0,-13.0,-14.0,-13.0,-17.0,-14.0,-22.0,8
