0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
7.0,84.0,-39.0,-31.0,-19.0,-12.0,-16.0,-23.0,14.0,13.0,10.0,0.0,-11.0,-10.0,-12.0,-9.0,13.0,9.0,9.0,2.0,-10.0,-19.0,-10.0,1.0,1
4.0,-4.0,1.0,6.0,9.0,6.0,3.0,6.0,-1.0,4.0,8.0,8.0,10.0,5.0,6.0,4.0,7.0,4.0,10.0,7.0,7.0,12.0,10.0,8.0,1
57.0,-1.0,-6.0,-26.0,-48.0,172.0,9.0,-104.0,52.0,34.0,29.0,24.0,13.0,37.0,36.0,58.0,37.0,19.0,48.0,21.0,1.0,21.0,44.0,31.0,1
-52.0,-37.0,-11.0,-14.0,-22.0,-7.0,-39.0,-63.0,-6.0,-4.0,-4.0,-8.0,-28.0,-10.0,-9.0,-18.0,44.0,22.0,12.0,6.0,-20.0,-41.0,6.0,35.0,1
33.0,13.0,5.0,-3.0,-6.0,-8.0,-8.0,-7.0,-5.0,-1.0,-2.0,-2.0,-5.0,-14.0,-12.0,-1.0,-11.0,-7.0,-3.0,-2.0,3.0,1.0,-10.0,-7.0,1
-31.0,-14.0,-6.0,-6.0,-6.0,-5.0,-4.0,-8.0,-12.0,-10.0,-12.0,-9.0,-3.0,2.0,-4.0,-15.0,-12.0,-12.0,-10.0,-11.0,-9.0,-10.0,-12.0,-20.0,1
-170.0,-6.0,-7.0,-17.0,-22.0,85.0,299.0,434.0,-52.0,-39.0,-67.0,-52.0,-21.0,-10.0,17.0,-43.0,-49.0,-29.0,4.0,-27.0,-6.0,0.0,-33.0,-47.0,1
3.0,17.0,16.0,23.0,20.0,14.0,17.0,12.0,19.0,29.0,18.0,16.0,14.0,3.0,16.0,21.0,0.0,8.0,30.0,21.0,24.0,18.0,5.0,-20.0,1
-43.0,9.0,5.0,-3.0,-21.0,-18.0,-26.0,-34.0,31.0,42.0,20.0,-4.0,-14.0,-1.0,9.0,6.0,172.0,61.0,37.0,21.0,-8.0,-16.0,10.0,74.0,1
129.0,17.0,-7.0,-10.0,5.0,-11.0,-70.0,-94.0,-76.0,-57.0,-46.0,-12.0,-11.0,-2.0,-31.0,-35.0,-30.0,-12.0,-52.0,-8.0,-34.0,-25.0,21.0,-1.0,1
