0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
52.0,52.0,55.0,37.0,39.0,37.0,35.0,51.0,15.0,25.0,27.0,29.0,33.0,50.0,64.0,37.0,12.0,15.0,19.0,24.0,25.0,19.0,16.0,17.0,9
32.0,32.0,32.0,22.0,10.0,5.0,25.0,31.0,14.0,10.0,16.0,7.0,4.0,6.0,7.0,23.0,36.0,32.0,37.0,36.0,33.0,33.0,34.0,33.0,9
-22.0,-28.0,-32.0,-26.0,-33.0,-47.0,-87.0,-51.0,-86.0,-56.0,-43.0,-53.0,-61.0,-19.0,-47.0,-57.0,40.0,-12.0,6.0,8.0,0.0,19.0,25.0,51.0,9
29.0,22.0,21.0,28.0,42.0,42.0,41.0,42.0,122.0,114.0,84.0,100.0,102.0,84.0,66.0,66.0,32.0,32.0,32.0,32.0,33.0,32.0,38.0,25.0,9
-4.0,-17.0,-16.0,-12.0,-4.0,-14.0,-20.0,-20.0,-22.0,-16.0,-6.0,-6.0,-7.0,-33.0,-53.0,-25.0,-63.0,-54.0,-52.0,-47.0,-39.0,-53.0,-57.0,-65.0,9
-5.0,2.0,-4.0,-3.0,2.0,3.0,-12.0,-18.0,142.0,167.0,131.0,109.0,90.0,43.0,33.0,35.0,19.0,14.0,14.0,13.0,9.0,10.0,12.0,11.0,9
-52.0,-54.0,-50.0,-38.0,-44.0,-56.0,-67.0,-54.0,-50.0,-47.0,-46.0,-41.0,-39.0,-39.0,-62.0,-56.0,-31.0,-44.0,-35.0,-29.0,-24.0,-27.0,-23.0,-22.0,9
-38.0,-52.0,-58.0,-42.0,-48.0,-44.0,-30.0,-22.0,-45.0,-43.0,-44.0,-49.0,-62.0,-89.0,-62.0,-47.0,-47.0,-32.0,-43.0,-38.0,-41.0,-44.0,-52.0,-59.0,9
14.0,12.0,16.0,11.0,-10.0,2.0,41.0,19.0,32.0,30.0,27.0,24.0,23.0,27.0,22.0,24.0,43.0,31.0,35.0,43.0,50.0,42.0,42.0,32.0,9
1.0,8.0,15.0,-3.0,-7.0,-10.0,-9.0,-2.0,-15.0,-12.0,-12.0,-11.0,-8.0,1.0,-2.0,-8.0,-17.0,-17.0,-16.0,-15.0,-14.0,-18.0,-17.0,-19.0,9
-20.0,-7.0,-5.0,-2.0,-5.0,-2.0,0.0,-44.0,89.0,64.0,39.0,52.0,57.0,28.0,31.0,-2.0,39.0,31.0,28.0,23.0,20.0,24.0,23.0,37.0,9
-30.0,-17.0,-20.0,-19.0,-20.0,-23.0,-32.0,-27.0,-10.0,-11.0,-11.0,-7.0,-2.0,-6.0,-19.0,-16.0,-18.0,-17.0,-18.0,-21.0,-23.0,-24.0,-21.0,-23.0,9
2.0,-25.0,-18.0,-20.0,-27.0,-35.0,-31.0,-23.0,0.0,-4.0,-3.0,-8.0,-11.0,-15.0,-53.0,-80.0,-101.0,-34.0,-81.0,-79.0,-85.0,-93.0,-88.0,-185.0,9
25.0,14.0,11.0,15.0,16.0,21.0,31.0,36.0,31.0,29.0,29.0,32.0,32.0,37.0,34.0,35.0,28.0,29.0,28.0,28.0,25.0,34.0,29.0,25.0,9
2.0,-22.0,-15.0,-16.0,-17.0,-20.0,-20.0,-20.0,14.0,10.0,9.0,0.0,-3.0,-11.0,-55.0,-93.0,-114.0,-50.0,-97.0,-94.0,-99.0,-115.0,-110.0,-202.0,9
2.0,-6.0,-12.0,-9.0,-15.0,-10.0,10.0,7.0,9.0,8.0,6.0,5.0,-3.0,-18.0,-24.0,-4.0,11.0,12.0,10.0,11.0,10.0,14.0,6.0,8.0,9
57.0,69.0,75.0,48.0,29.0,16.0,33.0,59.0,32.0,33.0,31.0,35.0,36.0,45.0,29.0,41.0,45.0,40.0,48.0,55.0,58.0,54.0,58.0,42.0,9
13.0,25.0,21.0,10.0,8.0,9.0,23.0,2.0,-22.0,-15.0,-10.0,-10.0,-6.0,-12.0,-18.0,0.0,-11.0,5.0,-5.0,-1.0,-3.0,-5.0,-9.0,-12.0,9
-7.0,3.0,1.0,-15.0,-43.0,-54.0,-33.0,-19.0,23.0,11.0,0.0,-7.0,-14.0,-52.0,-32.0,-17.0,1.0,10.0,3.0,7.0,12.0,4.0,2.0,-9.0,9
25.0,34.0,37.0,20.0,17.0,11.0,5.0,14.0,41.0,33.0,26.0,27.0,23.0,-6.0,-6.0,17.0,29.0,15.0,21.0,23.0,27.0,23.0,21.0,29.0,9
25.0,28.0,31.0,33.0,38.0,44.0,30.0,24.0,35.0,34.0,29.0,28.0,22.0,12.0,23.0,34.0,4.0,29.0,12.0,15.0,13.0,9.0,11.0,-12.0,9
-38.0,-25.0,-20.0,-35.0,-37.0,-39.0,-63.0,-41.0,-36.0,-42.0,-50.0,-52.0,-54.0,-78.0,-77.0,-56.0,-39.0,-43.0,-46.0,-39.0,-37.0,-43.0,-39.0,-50.0,9
-30.0,-20.0,-12.0,-10.0,-16.0,-20.0,-9.0,-6.0,113.0,101.0,60.0,68.0,67.0,16.0,17.0,20.0,-8.0,-10.0,-10.0,-13.0,-17.0,-19.0,-19.0,-13.0,9
-31.0,-35.0,-32.0,-20.0,-19.0,-17.0,-27.0,-41.0,-30.0,-28.0,-24.0,-17.0,-13.0,-8.0,-33.0,-41.0,-14.0,-16.0,-17.0,-12.0,-7.0,-2.0,-3.0,-16.0,9
-27.0,-36.0,-35.0,-21.0,-21.0,-21.0,-17.0,-17.0,-36.0,-36.0,-24.0,-30.0,-27.0,-13.0,-15.0,-8.0,4.0,-2.0,2.0,3.0,4.0,2.0,-2.0,6.0,9
11.0,-7.0,-1.0,1.0,2.0,5.0,-22.0,-36.0,-14.0,-12.0,-12.0,-15.0,-13.0,30.0,31.0,12.0,-22.0,-23.0,-31.0,-30.0,-32.0,-33.0,-14.0,-54.0,9
-39.0,-40.0,-36.0,-24.0,-24.0,-23.0,-42.0,-34.0,-21.0,-23.0,-22.0,-23.0,-21.0,-24.0,-16.0,-42.0,-14.0,-18.0,-18.0,-18.0,-13.0,-15.0,-19.0,-5.0,9
-20.0,-34.0,-32.0,-31.0,-30.0,-32.0,-50.0,-67.0,-39.0,-41.0,-44.0,-44.0,-37.0,-6.0,-32.0,-40.0,-77.0,-56.0,-75.0,-69.0,-66.0,-73.0,-66.0,-105.0,9
0.0,4.0,5.0,4.0,4.0,2.0,5.0,6.0,-4.0,-2.0,0.0,-6.0,-9.0,-15.0,-8.0,-7.0,7.0,9.0,8.0,10.0,11.0,13.0,9.0,9.0,9
39.0,41.0,42.0,31.0,33.0,31.0,26.0,24.0,5.0,4.0,11.0,16.0,10.0,30.0,48.0,55.0,45.0,43.0,42.0,39.0,37.0,35.0,43.0,38.0,9
-25.0,-52.0,-50.0,-44.0,-47.0,-51.0,-52.0,-68.0,-64.0,-59.0,-53.0,-52.0,-54.0,-55.0,-51.0,-47.0,-57.0,-45.0,-61.0,-54.0,-50.0,-60.0,-49.0,-104.0,9
-23.0,-16.0,-15.0,-20.0,-27.0,-26.0,-39.0,-43.0,-47.0,-45.0,-33.0,-36.0,-36.0,-18.0,-12.0,-13.0,-10.0,-15.0,-12.0,-13.0,-12.0,-9.0,-9.0,-15.0,9
