0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-13.0,-12.0,-12.0,-17.0,-20.0,-14.0,-13.0,-12.0,-10.0,-6.0,-4.0,-5.0,-9.0,-11.0,-11.0,-10.0,-9.0,-7.0,-3.0,-4.0,-4.0,-9.0,-8.0,-7.0,2
0.0,-10.0,-10.0,-2.0,-13.0,-5.0,0.0,-2.0,-6.0,-18.0,-23.0,-24.0,-11.0,-3.0,-1.0,-3.0,-4.0,-8.0,-6.0,-6.0,-3.0,-3.0,-3.0,0.0,2
-50.0,-44.0,-30.0,-42.0,-40.0,-48.0,-44.0,-44.0,-23.0,-40.0,-29.0,-60.0,-54.0,-51.0,-52.0,-55.0,-39.0,-67.0,-38.0,-35.0,-43.0,-48.0,-53.0,-33.0,2
23.0,11.0,2.0,16.0,19.0,23.0,16.0,17.0,15.0,17.0,0.0,12.0,17.0,16.0,19.0,21.0,11.0,13.0,12.0,11.0,9.0,10.0,11.0,7.0,2
13.0,4.0,-19.0,-14.0,0.0,1.0,8.0,11.0,-2.0,-2.0,-16.0,-4.0,-9.0,-3.0,1.0,8.0,8.0,4.0,7.0,3.0,-4.0,-7.0,-8.0,-18.0,2
60.0,40.0,36.0,28.0,27.0,29.0,23.0,26.0,18.0,21.0,13.0,23.0,26.0,28.0,30.0,32.0,12.0,14.0,9.0,9.0,14.0,17.0,19.0,12.0,2
-3.0,5.0,11.0,0.0,3.0,1.0,1.0,7.0,8.0,5.0,6.0,4.0,5.0,3.0,6.0,8.0,-4.0,0.0,-3.0,-3.0,2.0,1.0,2.0,3.0,2
8.0,1.0,-5.0,10.0,11.0,12.0,9.0,9.0,4.0,1.0,-4.0,3.0,7.0,7.0,10.0,9.0,3.0,3.0,7.0,3.0,5.0,4.0,5.0,4.0,2
10.0,11.0,17.0,13.0,14.0,20.0,20.0,16.0,12.0,14.0,11.0,13.0,17.0,24.0,23.0,27.0,13.0,10.0,17.0,9.0,18.0,25.0,27.0,17.0,2
8.0,-23.0,-66.0,-5.0,8.0,21.0,18.0,16.0,-3.0,-5.0,-19.0,12.0,17.0,23.0,24.0,25.0,32.0,17.0,31.0,22.0,19.0,23.0,30.0,11.0,2
-23.0,-16.0,-7.0,-10.0,-10.0,-6.0,-6.0,-9.0,-6.0,-2.0,4.0,0.0,-4.0,-3.0,-5.0,-6.0,-4.0,1.0,0.0,1.0,-1.0,-2.0,-3.0,-1.0,2
12.0,21.0,20.0,-1.0,-1.0,2.0,4.0,7.0,10.0,15.0,13.0,3.0,2.0,3.0,7.0,9.0,7.0,7.0,5.0,4.0,4.0,5.0,7.0,6.0,2
18.0,17.0,2.0,3.0,2.0,13.0,14.0,14.0,11.0,22.0,6.0,28.0,18.0,15.0,15.0,17.0,17.0,20.0,24.0,21.0,19.0,19.0,20.0,11.0,2
-99.0,-99.0,-100.0,-75.0,-60.0,-53.0,-54.0,-45.0,-40.0,-55.0,-46.0,-19.0,-40.0,-41.0,-40.0,-39.0,-11.0,-24.0,-13.0,-14.0,-19.0,-24.0,-16.0,-32.0,2
32.0,31.0,13.0,25.0,26.0,23.0,20.0,24.0,33.0,37.0,21.0,21.0,21.0,20.0,20.0,22.0,30.0,18.0,17.0,11.0,16.0,19.0,21.0,20.0,2
-8.0,-5.0,-10.0,-17.0,-14.0,-10.0,-12.0,-5.0,-6.0,-4.0,-7.0,5.0,-2.0,1.0,3.0,-3.0,-5.0,2.0,4.0,-1.0,-1.0,0.0,1.0,-17.0,2
3.0,9.0,12.0,7.0,8.0,8.0,7.0,4.0,1.0,6.0,2.0,-2.0,0.0,3.0,4.0,3.0,1.0,0.0,-3.0,-6.0,-5.0,-6.0,-5.0,-2.0,2
3.0,19.0,66.0,30.0,19.0,-16.0,-20.0,-1.0,28.0,12.0,50.0,-60.0,-21.0,-22.0,-27.0,-22.0,-22.0,-64.0,-39.0,-35.0,-21.0,-27.0,-26.0,-20.0,2
10.0,10.0,13.0,11.0,9.0,5.0,8.0,9.0,9.0,9.0,8.0,7.0,11.0,10.0,12.0,12.0,14.0,6.0,1.0,2.0,5.0,4.0,3.0,5.0,2
4.0,5.0,1.0,3.0,7.0,6.0,2.0,4.0,8.0,6.0,-5.0,8.0,13.0,10.0,9.0,10.0,17.0,5.0,13.0,12.0,14.0,15.0,14.0,9.0,2
-1.0,0.0,0.0,4.0,-1.0,-2.0,0.0,-1.0,-1.0,3.0,1.0,1.0,-3.0,0.0,-1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,2
-4.0,-2.0,0.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,1.0,8.0,6.0,0.0,-4.0,-4.0,-5.0,-2.0,-3.0,-5.0,-6.0,-7.0,-4.0,-2.0,0.0,2
5.0,-2.0,-2.0,7.0,5.0,0.0,-5.0,-7.0,5.0,9.0,5.0,8.0,4.0,4.0,3.0,2.0,3.0,-3.0,4.0,3.0,1.0,4.0,4.0,1.0,2
19.0,7.0,-4.0,17.0,21.0,27.0,20.0,22.0,8.0,11.0,0.0,19.0,22.0,25.0,26.0,23.0,13.0,12.0,7.0,9.0,9.0,14.0,12.0,11.0,2
0.0,11.0,20.0,-17.0,-18.0,-11.0,-7.0,-5.0,-2.0,3.0,5.0,-3.0,-6.0,-5.0,-6.0,-7.0,-1.0,1.0,0.0,-4.0,-4.0,-4.0,-4.0,0.0,2
33.0,27.0,27.0,27.0,18.0,26.0,23.0,20.0,12.0,17.0,5.0,25.0,24.0,25.0,27.0,29.0,26.0,10.0,9.0,5.0,12.0,19.0,27.0,10.0,2
33.0,48.0,48.0,23.0,14.0,23.0,29.0,33.0,6.0,-8.0,-12.0,22.0,26.0,27.0,27.0,32.0,18.0,-3.0,-4.0,1.0,12.0,18.0,21.0,10.0,2
-1.0,-7.0,-19.0,-10.0,-3.0,1.0,2.0,2.0,1.0,1.0,6.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,7.0,7.0,6.0,5.0,7.0,8.0,2
19.0,18.0,11.0,11.0,12.0,17.0,17.0,18.0,12.0,21.0,9.0,8.0,11.0,14.0,15.0,16.0,12.0,4.0,11.0,9.0,12.0,14.0,17.0,9.0,2
13.0,9.0,-1.0,7.0,3.0,9.0,5.0,2.0,-8.0,0.0,-10.0,24.0,11.0,5.0,2.0,-1.0,4.0,20.0,-4.0,-2.0,1.0,10.0,15.0,8.0,2
-7.0,-4.0,-3.0,-7.0,-9.0,-8.0,-10.0,-9.0,-7.0,-1.0,5.0,4.0,-2.0,-6.0,-7.0,-7.0,-5.0,-4.0,-2.0,-3.0,-7.0,-8.0,-5.0,-6.0,2
27.0,28.0,25.0,21.0,19.0,23.0,20.0,24.0,23.0,40.0,28.0,36.0,28.0,25.0,24.0,25.0,23.0,25.0,26.0,24.0,24.0,23.0,24.0,17.0,2
11.0,21.0,35.0,26.0,25.0,35.0,42.0,26.0,19.0,22.0,29.0,29.0,31.0,37.0,35.0,27.0,25.0,25.0,29.0,29.0,32.0,38.0,29.0,25.0,2
-31.0,-33.0,-11.0,-18.0,-22.0,-27.0,-28.0,-23.0,5.0,-21.0,23.0,-59.0,-36.0,-38.0,-38.0,-38.0,-25.0,-35.0,-44.0,-35.0,-33.0,-37.0,-48.0,-12.0,2
2.0,-6.0,-24.0,-13.0,-11.0,3.0,-1.0,0.0,-13.0,-7.0,-15.0,46.0,20.0,7.0,1.0,10.0,-1.0,21.0,21.0,24.0,19.0,20.0,23.0,-3.0,2
-3.0,-3.0,-6.0,-4.0,-2.0,-2.0,-2.0,-3.0,-3.0,-5.0,-7.0,-3.0,2.0,2.0,3.0,3.0,-4.0,-4.0,-1.0,-1.0,-1.0,-2.0,-4.0,-3.0,2
5.0,5.0,6.0,8.0,13.0,6.0,5.0,5.0,5.0,0.0,3.0,2.0,5.0,6.0,7.0,9.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-5.0,-3.0,2
17.0,13.0,9.0,12.0,11.0,10.0,10.0,15.0,12.0,12.0,11.0,13.0,16.0,14.0,13.0,13.0,6.0,6.0,2.0,4.0,8.0,10.0,11.0,9.0,2
-6.0,-8.0,-15.0,-8.0,-5.0,-4.0,-4.0,-5.0,-6.0,-6.0,-5.0,-6.0,-6.0,-5.0,-5.0,-6.0,-5.0,-3.0,-1.0,-4.0,-6.0,-5.0,-5.0,-4.0,2
6.0,5.0,2.0,2.0,8.0,7.0,9.0,8.0,3.0,1.0,-1.0,2.0,5.0,4.0,5.0,6.0,1.0,-2.0,-1.0,-2.0,0.0,0.0,-2.0,1.0,2
16.0,11.0,5.0,16.0,19.0,13.0,9.0,11.0,5.0,17.0,12.0,17.0,17.0,17.0,22.0,26.0,12.0,19.0,13.0,8.0,8.0,12.0,14.0,6.0,2
0.0,38.0,71.0,34.0,18.0,15.0,15.0,11.0,25.0,34.0,13.0,10.0,11.0,13.0,11.0,12.0,37.0,5.0,-13.0,-7.0,1.0,6.0,7.0,10.0,2
17.0,14.0,14.0,16.0,19.0,18.0,15.0,17.0,10.0,15.0,10.0,12.0,17.0,14.0,17.0,18.0,13.0,6.0,10.0,8.0,12.0,14.0,20.0,8.0,2
-8.0,-8.0,-20.0,-15.0,-6.0,-3.0,-3.0,-6.0,6.0,3.0,2.0,-1.0,-6.0,-3.0,-2.0,-1.0,2.0,-1.0,3.0,0.0,-2.0,-1.0,-2.0,-3.0,2
0.0,-9.0,-15.0,-9.0,-7.0,5.0,7.0,-2.0,-1.0,-3.0,-2.0,18.0,14.0,12.0,8.0,10.0,-2.0,5.0,18.0,14.0,13.0,14.0,12.0,1.0,2
10.0,2.0,-1.0,-3.0,5.0,7.0,6.0,11.0,6.0,3.0,4.0,3.0,7.0,6.0,12.0,13.0,5.0,6.0,11.0,6.0,1.0,0.0,1.0,3.0,2
-3.0,36.0,128.0,47.0,40.0,0.0,0.0,15.0,6.0,11.0,14.0,-7.0,-8.0,-7.0,-8.0,-1.0,-4.0,-35.0,-28.0,-27.0,-10.0,-10.0,-9.0,-6.0,2
-2.0,4.0,12.0,-3.0,-8.0,-4.0,-5.0,-5.0,-1.0,2.0,3.0,-2.0,-3.0,-2.0,-2.0,-1.0,-1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2
1.0,4.0,5.0,4.0,5.0,2.0,0.0,-4.0,0.0,4.0,6.0,5.0,1.0,0.0,-4.0,-4.0,-1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2
8.0,-5.0,-9.0,13.0,12.0,17.0,12.0,8.0,-14.0,0.0,-18.0,10.0,13.0,14.0,11.0,15.0,23.0,32.0,31.0,22.0,18.0,21.0,31.0,13.0,2
-3.0,-4.0,-13.0,4.0,8.0,5.0,-2.0,-4.0,-5.0,2.0,-2.0,4.0,3.0,3.0,6.0,10.0,-1.0,-6.0,-2.0,-7.0,-3.0,-1.0,-2.0,-21.0,2
8.0,5.0,2.0,10.0,10.0,6.0,18.0,8.0,-6.0,5.0,1.0,4.0,6.0,0.0,-3.0,2.0,5.0,5.0,8.0,-2.0,1.0,2.0,8.0,-9.0,2
-1.0,-2.0,-1.0,0.0,-2.0,2.0,1.0,0.0,1.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,-3.0,-4.0,-2.0,0.0,1.0,0.0,1.0,2
-1.0,0.0,-4.0,-2.0,-5.0,0.0,-3.0,-3.0,2.0,8.0,10.0,5.0,1.0,0.0,-1.0,-1.0,3.0,2.0,-3.0,-4.0,-3.0,-1.0,-1.0,-3.0,2
-27.0,-37.0,-41.0,-25.0,-18.0,-9.0,-7.0,-11.0,-19.0,-22.0,-17.0,-6.0,-9.0,-8.0,-12.0,-12.0,-9.0,-7.0,6.0,4.0,2.0,-1.0,-2.0,-7.0,2
10.0,10.0,10.0,2.0,5.0,11.0,12.0,10.0,4.0,17.0,-1.0,32.0,19.0,20.0,21.0,20.0,13.0,6.0,23.0,1.0,14.0,20.0,25.0,10.0,2
