0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
17.0,10.0,9.0,10.0,5.0,6.0,10.0,16.0,6.0,7.0,-2.0,6.0,8.0,13.0,15.0,13.0,25.0,26.0,12.0,2.0,-1.0,13.0,41.0,33.0,7
9.0,-34.0,-5.0,-68.0,-62.0,-104.0,-72.0,-12.0,-595.0,-450.0,-249.0,-76.0,-239.0,-488.0,-623.0,-737.0,122.0,92.0,-32.0,-61.0,-47.0,-29.0,-2.0,228.0,7
23.0,23.0,20.0,13.0,17.0,19.0,18.0,17.0,21.0,22.0,23.0,18.0,13.0,16.0,21.0,21.0,16.0,23.0,19.0,14.0,8.0,9.0,11.0,15.0,7
-9.0,5.0,-7.0,35.0,46.0,35.0,-18.0,-84.0,184.0,142.0,99.0,27.0,95.0,169.0,135.0,208.0,-24.0,2.0,7.0,31.0,54.0,33.0,8.0,-79.0,7
-10.0,-5.0,-10.0,-11.0,-7.0,-5.0,-5.0,-2.0,-9.0,-10.0,-9.0,-12.0,-9.0,-6.0,0.0,0.0,-2.0,1.0,-1.0,-7.0,-7.0,-7.0,-1.0,-1.0,7
12.0,24.0,23.0,14.0,12.0,46.0,34.0,20.0,171.0,130.0,47.0,35.0,56.0,158.0,157.0,178.0,-48.0,-44.0,46.0,29.0,8.0,7.0,3.0,-82.0,7
-11.0,-10.0,-4.0,-10.0,-33.0,25.0,25.0,18.0,-18.0,-13.0,-16.0,-15.0,-20.0,-3.0,-7.0,-7.0,-12.0,-15.0,-15.0,-17.0,-24.0,-12.0,-6.0,-5.0,7
22.0,21.0,37.0,7.0,15.0,50.0,47.0,27.0,131.0,101.0,19.0,40.0,54.0,150.0,137.0,144.0,-57.0,-56.0,59.0,17.0,18.0,31.0,7.0,-89.0,7
31.0,36.0,32.0,42.0,35.0,34.0,24.0,25.0,59.0,55.0,48.0,39.0,43.0,58.0,59.0,56.0,22.0,28.0,31.0,35.0,36.0,36.0,23.0,13.0,7
-22.0,-20.0,-25.0,-21.0,-23.0,-19.0,-18.0,-23.0,-26.0,-30.0,-31.0,-20.0,-15.0,-10.0,-9.0,-16.0,-9.0,7.0,-13.0,-15.0,-10.0,-9.0,-3.0,-7.0,7
-15.0,-23.0,-19.0,-18.0,-18.0,-19.0,-16.0,0.0,-22.0,-23.0,-22.0,-17.0,-12.0,-17.0,-7.0,-22.0,-8.0,-16.0,-16.0,-14.0,-11.0,-5.0,1.0,0.0,7
2.0,-6.0,29.0,11.0,2.0,66.0,37.0,-28.0,240.0,176.0,111.0,14.0,62.0,181.0,171.0,261.0,-122.0,-113.0,-21.0,-12.0,-13.0,-41.0,-16.0,-166.0,7
29.0,14.0,23.0,26.0,-10.0,15.0,49.0,36.0,0.0,6.0,44.0,-4.0,-29.0,-63.0,-50.0,-28.0,-9.0,-16.0,-29.0,-10.0,-18.0,-6.0,-3.0,-3.0,7
9.0,9.0,12.0,14.0,14.0,17.0,14.0,15.0,9.0,8.0,11.0,10.0,5.0,5.0,11.0,10.0,0.0,-7.0,-5.0,-3.0,-24.0,-43.0,12.0,0.0,7
-1.0,-9.0,-1.0,-3.0,-16.0,-3.0,9.0,4.0,-33.0,-27.0,-30.0,-7.0,-19.0,-33.0,-39.0,-43.0,2.0,-5.0,-6.0,-14.0,-16.0,-15.0,-3.0,14.0,7
-21.0,-13.0,-17.0,-19.0,-25.0,-27.0,-33.0,-22.0,-18.0,-19.0,-24.0,-18.0,-17.0,-16.0,-8.0,-6.0,-13.0,-8.0,-16.0,-16.0,-12.0,-4.0,10.0,-10.0,7
-11.0,-9.0,-13.0,-15.0,-12.0,-17.0,-14.0,-14.0,-12.0,-14.0,-12.0,-12.0,-14.0,-19.0,-19.0,-18.0,-11.0,-11.0,-12.0,-9.0,-9.0,-10.0,-17.0,-12.0,7
14.0,-3.0,53.0,-56.0,-85.0,-12.0,58.0,118.0,-1.0,-6.0,-39.0,-27.0,-56.0,-31.0,-76.0,33.0,1.0,12.0,36.0,-44.0,-43.0,-28.0,20.0,10.0,7
-15.0,-15.0,14.0,5.0,-20.0,28.0,26.0,-18.0,87.0,66.0,-30.0,25.0,22.0,99.0,68.0,69.0,-76.0,-104.0,84.0,3.0,-13.0,-16.0,-24.0,-94.0,7
14.0,13.0,14.0,18.0,12.0,17.0,8.0,7.0,9.0,10.0,6.0,11.0,10.0,5.0,5.0,1.0,6.0,-2.0,-1.0,1.0,2.0,5.0,10.0,8.0,7
-33.0,-20.0,-24.0,-22.0,-29.0,-26.0,-23.0,-18.0,-18.0,-20.0,-17.0,-23.0,-23.0,-25.0,-20.0,-14.0,-34.0,-50.0,-30.0,-21.0,-20.0,-18.0,-6.0,-28.0,7
5.0,7.0,5.0,17.0,6.0,9.0,15.0,11.0,8.0,9.0,11.0,7.0,3.0,0.0,-4.0,1.0,-3.0,-8.0,-1.0,2.0,0.0,-4.0,-17.0,-6.0,7
-11.0,-10.0,-13.0,-15.0,-7.0,-6.0,-10.0,-12.0,-12.0,-13.0,-14.0,-10.0,-6.0,-6.0,-11.0,-7.0,-11.0,-9.0,-9.0,-6.0,-7.0,-7.0,-7.0,-11.0,7
39.0,41.0,39.0,28.0,36.0,34.0,34.0,31.0,39.0,41.0,44.0,35.0,29.0,31.0,27.0,33.0,27.0,23.0,29.0,26.0,21.0,17.0,20.0,21.0,7
-18.0,-22.0,-23.0,-20.0,-20.0,-19.0,-19.0,-20.0,-11.0,-15.0,-27.0,-16.0,-12.0,-7.0,-6.0,-4.0,-22.0,-18.0,-8.0,-16.0,-10.0,-12.0,-27.0,-22.0,7
