0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-39.0,-89.0,8.0,-25.0,-5.0,-44.0,-46.0,-87.0,-59.0,-44.0,-51.0,-44.0,-47.0,-47.0,-65.0,-97.0,-125.0,-94.0,-113.0,-146.0,-101.0,-88.0,-82.0,-75.0,3
0.0,11.0,15.0,12.0,12.0,6.0,-5.0,-19.0,27.0,20.0,18.0,13.0,16.0,24.0,29.0,44.0,19.0,15.0,-3.0,8.0,3.0,1.0,-1.0,35.0,3
-7.0,-5.0,8.0,-2.0,-7.0,-24.0,-47.0,-86.0,14.0,7.0,3.0,2.0,9.0,10.0,11.0,9.0,-2.0,3.0,-6.0,3.0,3.0,3.0,-8.0,-33.0,3
6.0,10.0,9.0,14.0,11.0,-5.0,-26.0,-49.0,-10.0,0.0,6.0,13.0,11.0,5.0,-4.0,-17.0,-1.0,6.0,14.0,16.0,13.0,19.0,27.0,12.0,3
-5.0,-3.0,0.0,0.0,2.0,-4.0,-11.0,-16.0,-14.0,-12.0,-10.0,-5.0,-10.0,-20.0,-25.0,-27.0,4.0,1.0,16.0,5.0,3.0,2.0,-2.0,11.0,3
-17.0,17.0,-23.0,-1.0,-14.0,-29.0,-44.0,-62.0,76.0,-14.0,-11.0,-12.0,-16.0,-12.0,-9.0,-1.0,0.0,-4.0,-3.0,-2.0,-4.0,-5.0,1.0,8.0,3
-12.0,-13.0,-15.0,-16.0,-12.0,-3.0,1.0,9.0,-6.0,-7.0,-10.0,-11.0,-9.0,-6.0,-8.0,-8.0,-2.0,-6.0,-9.0,-8.0,-6.0,-7.0,-6.0,8.0,3
-13.0,-12.0,-9.0,-10.0,-10.0,-15.0,-16.0,-18.0,-16.0,-17.0,-12.0,-12.0,-11.0,-14.0,-13.0,-12.0,-14.0,-11.0,-25.0,-12.0,-12.0,-10.0,-11.0,-13.0,3
16.0,13.0,8.0,12.0,14.0,14.0,19.0,24.0,15.0,15.0,13.0,16.0,17.0,17.0,19.0,14.0,68.0,39.0,29.0,28.0,31.0,30.0,46.0,76.0,3
-30.0,-25.0,-16.0,-19.0,-13.0,-19.0,-31.0,-34.0,-23.0,-23.0,-23.0,-13.0,-12.0,-13.0,-14.0,-15.0,-23.0,-22.0,-16.0,-14.0,-11.0,-7.0,-1.0,-15.0,3
24.0,-16.0,-2.0,31.0,28.0,13.0,21.0,36.0,-34.0,-31.0,-7.0,-1.0,-23.0,-27.0,-32.0,-31.0,-90.0,-37.0,-107.0,-47.0,-56.0,-35.0,-26.0,-109.0,3
31.0,-13.0,-26.0,6.0,47.0,84.0,165.0,213.0,87.0,98.0,21.0,6.0,25.0,51.0,76.0,58.0,-123.0,-79.0,-124.0,-116.0,-79.0,-56.0,-77.0,-120.0,3
1.0,-26.0,-54.0,2.0,22.0,18.0,26.0,41.0,-18.0,-20.0,-3.0,2.0,-16.0,-16.0,-19.0,-12.0,-61.0,-25.0,-118.0,-40.0,-56.0,-36.0,-17.0,-67.0,3
-19.0,-10.0,-8.0,-5.0,-1.0,-4.0,-15.0,-20.0,-16.0,-14.0,-11.0,-6.0,-2.0,-2.0,-6.0,-19.0,-6.0,-10.0,-3.0,-4.0,-3.0,1.0,5.0,4.0,3
-20.0,-23.0,-34.0,-28.0,-34.0,-31.0,-37.0,-52.0,-18.0,-22.0,-18.0,-20.0,-23.0,-14.0,-11.0,-2.0,-42.0,-30.0,-30.0,-22.0,-22.0,-18.0,0.0,-31.0,3
-8.0,4.0,-9.0,26.0,5.0,-33.0,-46.0,-60.0,12.0,10.0,11.0,7.0,-16.0,-22.0,-11.0,5.0,-6.0,-9.0,-127.0,-61.0,-57.0,17.0,27.0,23.0,3
-11.0,-44.0,-2.0,-2.0,6.0,18.0,33.0,64.0,-18.0,-17.0,-7.0,-7.0,-23.0,-17.0,-19.0,-18.0,-113.0,-64.0,-127.0,-89.0,-76.0,-54.0,-56.0,-104.0,3
-2.0,30.0,24.0,7.0,21.0,1.0,26.0,50.0,16.0,4.0,4.0,10.0,6.0,7.0,19.0,20.0,-2.0,-7.0,-194.0,-106.0,-65.0,-64.0,25.0,40.0,3
13.0,8.0,2.0,11.0,11.0,11.0,21.0,22.0,10.0,9.0,10.0,11.0,10.0,7.0,10.0,13.0,6.0,6.0,-3.0,3.0,2.0,-4.0,-8.0,7.0,3
-7.0,-7.0,-6.0,-5.0,0.0,2.0,3.0,3.0,-10.0,-8.0,-7.0,-7.0,-5.0,-8.0,-10.0,-14.0,-35.0,-23.0,-2.0,-12.0,-9.0,-11.0,-24.0,-33.0,3
14.0,-24.0,-23.0,-6.0,12.0,14.0,71.0,124.0,41.0,45.0,-26.0,-25.0,0.0,8.0,21.0,16.0,-142.0,-83.0,-166.0,-114.0,-117.0,-93.0,-127.0,-183.0,3
7.0,87.0,-62.0,58.0,6.0,-48.0,-51.0,-73.0,-1.0,-11.0,20.0,10.0,-5.0,-9.0,3.0,11.0,-38.0,-17.0,-203.0,-23.0,-60.0,-67.0,-12.0,-15.0,3
-23.0,-32.0,-52.0,-25.0,-18.0,-19.0,-17.0,-16.0,-14.0,-20.0,-19.0,-17.0,-22.0,-27.0,-24.0,-6.0,18.0,3.0,-14.0,-9.0,-15.0,-11.0,19.0,10.0,3
15.0,19.0,24.0,18.0,18.0,21.0,23.0,23.0,14.0,18.0,17.0,18.0,18.0,17.0,15.0,10.0,14.0,14.0,19.0,14.0,16.0,14.0,16.0,27.0,3
-12.0,0.0,-2.0,2.0,-1.0,-4.0,-13.0,-16.0,4.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,13.0,7.0,22.0,9.0,10.0,8.0,3.0,12.0,3
-5.0,2.0,3.0,0.0,0.0,-9.0,-13.0,-19.0,-10.0,-5.0,-4.0,-2.0,-5.0,-11.0,-15.0,-22.0,3.0,1.0,7.0,3.0,2.0,0.0,-2.0,14.0,3
-7.0,-5.0,-5.0,-6.0,1.0,1.0,0.0,-1.0,-10.0,-10.0,-8.0,-7.0,-8.0,-9.0,-10.0,-5.0,-55.0,-32.0,-30.0,-24.0,-27.0,-24.0,-34.0,-63.0,3
-9.0,51.0,-79.0,9.0,23.0,4.0,12.0,44.0,-34.0,-29.0,-10.0,-3.0,-20.0,-15.0,-19.0,-3.0,-144.0,-148.0,-383.0,-266.0,-281.0,-245.0,-47.0,-77.0,3
25.0,23.0,122.0,72.0,59.0,51.0,121.0,191.0,39.0,25.0,6.0,7.0,10.0,17.0,32.0,5.0,-130.0,-80.0,-168.0,-129.0,-113.0,-80.0,-109.0,-177.0,3
4.0,-1.0,-2.0,-1.0,-3.0,-3.0,-6.0,-7.0,0.0,2.0,0.0,-1.0,0.0,2.0,1.0,1.0,0.0,0.0,14.0,4.0,5.0,4.0,2.0,5.0,3
-36.0,-35.0,-63.0,-8.0,-7.0,-32.0,-47.0,-62.0,-47.0,-42.0,-22.0,-10.0,-31.0,-41.0,-50.0,-44.0,-39.0,-23.0,-66.0,-28.0,-33.0,-19.0,9.0,-22.0,3
-10.0,-32.0,-54.0,-32.0,-25.0,-15.0,-4.0,7.0,-16.0,-22.0,-20.0,-22.0,-26.0,-24.0,-16.0,-7.0,-9.0,-11.0,-20.0,-19.0,-26.0,-22.0,-4.0,-43.0,3
11.0,6.0,8.0,7.0,15.0,24.0,31.0,33.0,8.0,8.0,6.0,6.0,11.0,15.0,17.0,14.0,-7.0,-3.0,-1.0,0.0,1.0,3.0,2.0,-3.0,3
1.0,12.0,-3.0,2.0,-5.0,-46.0,-40.0,-65.0,-16.0,-24.0,0.0,2.0,-20.0,-20.0,-12.0,0.0,-107.0,-70.0,-193.0,-81.0,-113.0,-128.0,-49.0,-69.0,3
-22.0,-17.0,-22.0,-12.0,-7.0,-9.0,-14.0,-13.0,4.0,-1.0,0.0,-6.0,-7.0,-8.0,-10.0,-14.0,-9.0,-7.0,-7.0,-7.0,-6.0,-5.0,1.0,6.0,3
-24.0,-11.0,-12.0,-7.0,-6.0,-1.0,0.0,3.0,-11.0,-10.0,-9.0,-8.0,-6.0,-7.0,-6.0,-2.0,-6.0,-9.0,-5.0,-8.0,-7.0,-6.0,-3.0,-2.0,3
-34.0,-28.0,-29.0,-5.0,1.0,44.0,46.0,-5.0,-20.0,-17.0,-35.0,-28.0,1.0,24.0,11.0,12.0,-4.0,-54.0,-79.0,-127.0,-67.0,-82.0,-72.0,60.0,3
16.0,3.0,-71.0,24.0,61.0,64.0,87.0,112.0,-4.0,-3.0,8.0,21.0,3.0,3.0,4.0,18.0,-17.0,-22.0,-238.0,-90.0,-89.0,-69.0,29.0,24.0,3
-12.0,-32.0,-46.0,-17.0,4.0,6.0,15.0,38.0,-22.0,-14.0,-12.0,-6.0,-14.0,-16.0,-19.0,-25.0,-103.0,-59.0,-32.0,-39.0,-47.0,-27.0,-40.0,-117.0,3
