0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
21.0,10.0,32.0,30.0,46.0,28.0,41.0,34.0,25.0,25.0,21.0,24.0,45.0,36.0,24.0,31.0,48.0,40.0,43.0,39.0,45.0,41.0,39.0,40.0,2
10.0,10.0,19.0,0.0,19.0,7.0,16.0,17.0,17.0,14.0,10.0,15.0,25.0,21.0,16.0,22.0,31.0,27.0,29.0,31.0,32.0,31.0,32.0,34.0,2
-9.0,-18.0,-16.0,-5.0,-9.0,-10.0,-9.0,-10.0,-12.0,-10.0,-11.0,-11.0,-9.0,-13.0,-13.0,-12.0,-27.0,-68.0,-65.0,-56.0,-45.0,-45.0,-47.0,-50.0,2
24.0,28.0,24.0,20.0,19.0,20.0,17.0,14.0,20.0,20.0,19.0,19.0,21.0,22.0,23.0,25.0,25.0,29.0,32.0,29.0,29.0,28.0,31.0,32.0,2
-21.0,-28.0,-27.0,-18.0,-15.0,-13.0,-14.0,-18.0,-22.0,-24.0,-27.0,-22.0,-18.0,-19.0,-23.0,-23.0,-20.0,-13.0,-10.0,-9.0,-7.0,-7.0,-10.0,-12.0,2
6.0,13.0,-21.0,3.0,44.0,-80.0,15.0,8.0,-17.0,-33.0,-37.0,-53.0,7.0,-50.0,-39.0,-25.0,12.0,-21.0,-15.0,-1.0,-7.0,-3.0,-11.0,-10.0,2
-9.0,-23.0,-11.0,-4.0,10.0,-27.0,-4.0,-3.0,-13.0,-18.0,-18.0,-14.0,1.0,-9.0,-16.0,-16.0,7.0,29.0,32.0,23.0,19.0,17.0,14.0,16.0,2
16.0,-38.0,43.0,-6.0,31.0,20.0,24.0,22.0,0.0,3.0,6.0,16.0,21.0,29.0,19.0,21.0,-1.0,-31.0,-1.0,14.0,13.0,12.0,4.0,-2.0,2
19.0,20.0,9.0,11.0,9.0,10.0,12.0,13.0,7.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,13.0,24.0,21.0,17.0,13.0,10.0,10.0,13.0,2
-107.0,-69.0,-133.0,-147.0,-138.0,-180.0,-106.0,-113.0,-90.0,-81.0,-60.0,-50.0,-175.0,-99.0,-71.0,-72.0,-132.0,-140.0,-111.0,-103.0,-136.0,-125.0,-133.0,-134.0,2
-39.0,-27.0,-46.0,-44.0,-41.0,-41.0,-39.0,-35.0,-39.0,-42.0,-41.0,-39.0,-37.0,-35.0,-34.0,-34.0,-39.0,-37.0,-33.0,-35.0,-33.0,-32.0,-33.0,-33.0,2
13.0,21.0,12.0,11.0,2.0,13.0,11.0,12.0,18.0,16.0,13.0,12.0,13.0,14.0,18.0,16.0,8.0,18.0,21.0,13.0,14.0,19.0,23.0,22.0,2
46.0,47.0,47.0,38.0,35.0,36.0,34.0,39.0,39.0,41.0,39.0,36.0,35.0,36.0,38.0,38.0,32.0,38.0,32.0,32.0,35.0,34.0,34.0,31.0,2
5.0,-22.0,14.0,-2.0,42.0,-31.0,19.0,14.0,-22.0,-14.0,-15.0,-15.0,20.0,1.0,-9.0,0.0,12.0,-21.0,-22.0,-20.0,-4.0,-9.0,-17.0,-17.0,2
