0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-32.0,-33.0,-33.0,-33.0,-33.0,-33.0,-36.0,-32.0,-47.0,-35.0,-30.0,-34.0,-34.0,-35.0,-35.0,-42.0,-39.0,-51.0,-31.0,-31.0,-31.0,-29.0,-27.0,-35.0,8
2.0,0.0,0.0,2.0,5.0,5.0,2.0,5.0,-14.0,0.0,0.0,2.0,3.0,3.0,1.0,2.0,1.0,-2.0,2.0,4.0,3.0,5.0,4.0,1.0,8
-4.0,-7.0,-6.0,-4.0,-1.0,3.0,-1.0,0.0,-14.0,-12.0,-12.0,-7.0,-3.0,0.0,1.0,2.0,-7.0,-5.0,-7.0,-5.0,-5.0,-6.0,-2.0,-7.0,8
8.0,0.0,1.0,0.0,0.0,8.0,8.0,6.0,-58.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,-3.0,-10.0,7.0,4.0,1.0,0.0,-1.0,1.0,8
0.0,0.0,-3.0,-3.0,-4.0,-2.0,-3.0,2.0,2.0,2.0,3.0,4.0,1.0,-2.0,-2.0,-3.0,1.0,9.0,2.0,7.0,3.0,0.0,-3.0,1.0,8
22.0,21.0,19.0,19.0,21.0,21.0,21.0,17.0,23.0,25.0,22.0,24.0,23.0,12.0,27.0,23.0,6.0,-1.0,11.0,14.0,14.0,8.0,14.0,16.0,8
-25.0,-25.0,-26.0,-30.0,-32.0,-34.0,-44.0,-52.0,16.0,-25.0,-25.0,-28.0,-30.0,-27.0,-32.0,-27.0,-9.0,11.0,-25.0,-23.0,-18.0,-12.0,-11.0,-10.0,8
23.0,21.0,20.0,24.0,23.0,17.0,20.0,16.0,-62.0,23.0,20.0,20.0,23.0,23.0,20.0,20.0,27.0,81.0,-5.0,9.0,14.0,17.0,31.0,35.0,8
24.0,21.0,17.0,18.0,17.0,9.0,8.0,9.0,1.0,24.0,28.0,23.0,18.0,15.0,28.0,24.0,11.0,7.0,15.0,14.0,13.0,7.0,15.0,17.0,8
-3.0,-6.0,-6.0,-7.0,-6.0,-11.0,-7.0,-7.0,-69.0,-12.0,-16.0,-13.0,-6.0,-10.0,-11.0,-13.0,-22.0,3.0,-25.0,-14.0,-9.0,0.0,-6.0,-15.0,8
