0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
4.0,2.0,-2.0,-5.0,-8.0,2.0,-34.0,-25.0,-98.0,27.0,2.0,4.0,-2.0,-14.0,-9.0,16.0,-18.0,-107.0,-5.0,9.0,29.0,43.0,47.0,78.0,9
6.0,-3.0,0.0,2.0,8.0,12.0,8.0,19.0,-257.0,96.0,2.0,4.0,20.0,19.0,24.0,22.0,-146.0,-210.0,-28.0,3.0,5.0,29.0,58.0,99.0,9
-2.0,4.0,6.0,9.0,18.0,32.0,7.0,-15.0,5.0,-1.0,6.0,10.0,26.0,45.0,20.0,10.0,17.0,24.0,8.0,11.0,10.0,9.0,3.0,-4.0,9
2.0,6.0,1.0,-1.0,11.0,40.0,13.0,7.0,-31.0,37.0,3.0,-2.0,-6.0,-39.0,-13.0,18.0,-25.0,-50.0,-9.0,-10.0,-6.0,-1.0,19.0,43.0,9
22.0,17.0,12.0,19.0,42.0,76.0,52.0,14.0,288.0,-340.0,-3.0,16.0,36.0,23.0,17.0,-6.0,-108.0,-138.0,-12.0,8.0,21.0,14.0,37.0,87.0,9
12.0,12.0,9.0,8.0,7.0,-8.0,-7.0,-7.0,-1.0,-10.0,10.0,3.0,4.0,0.0,3.0,26.0,-2.0,-59.0,4.0,-2.0,-12.0,4.0,8.0,19.0,9
1.0,-5.0,-8.0,-10.0,-16.0,-35.0,-22.0,-12.0,-12.0,-8.0,-4.0,-5.0,-9.0,-24.0,-20.0,0.0,3.0,-1.0,0.0,1.0,0.0,0.0,0.0,5.0,9
-3.0,7.0,1.0,-2.0,-3.0,-5.0,0.0,12.0,-14.0,0.0,2.0,1.0,2.0,-3.0,-11.0,-13.0,1.0,0.0,2.0,-3.0,-3.0,-12.0,-20.0,-35.0,9
7.0,-1.0,3.0,3.0,6.0,-4.0,-16.0,1.0,-20.0,8.0,4.0,1.0,-1.0,-7.0,-3.0,-1.0,8.0,0.0,3.0,0.0,-9.0,-11.0,-9.0,-13.0,9
41.0,38.0,40.0,41.0,42.0,49.0,35.0,19.0,30.0,8.0,35.0,35.0,31.0,15.0,13.0,23.0,49.0,21.0,22.0,19.0,14.0,9.0,-4.0,-31.0,9
11.0,29.0,12.0,5.0,3.0,2.0,-6.0,2.0,-728.0,517.0,15.0,9.0,10.0,10.0,8.0,7.0,-577.0,-517.0,-103.0,10.0,20.0,87.0,233.0,553.0,9
28.0,34.0,30.0,28.0,18.0,5.0,13.0,21.0,290.0,-43.0,31.0,27.0,25.0,23.0,20.0,25.0,128.0,151.0,40.0,29.0,25.0,1.0,-5.0,-79.0,9
-3.0,-6.0,-5.0,-3.0,-3.0,12.0,0.0,2.0,-4.0,-11.0,-5.0,0.0,5.0,1.0,0.0,0.0,2.0,-1.0,-3.0,-1.0,2.0,-11.0,-2.0,-3.0,9
-2.0,-2.0,1.0,8.0,7.0,15.0,8.0,-2.0,0.0,3.0,3.0,6.0,9.0,4.0,1.0,-1.0,3.0,1.0,0.0,0.0,1.0,5.0,3.0,2.0,9
