0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
6.0,20.0,-49.0,18.0,12.0,10.0,19.0,16.0,-23.0,-6.0,0.0,1.0,-37.0,-14.0,-10.0,-4.0,-16.0,-17.0,-20.0,-24.0,-24.0,-65.0,-45.0,-13.0,2
-10.0,-103.0,219.0,-34.0,-45.0,5.0,-67.0,-82.0,17.0,-25.0,-7.0,-24.0,-47.0,-32.0,-27.0,-23.0,25.0,39.0,95.0,58.0,43.0,37.0,-8.0,-1.0,2
0.0,25.0,-55.0,22.0,13.0,3.0,5.0,6.0,5.0,6.0,3.0,3.0,-3.0,0.0,0.0,3.0,0.0,0.0,-4.0,-4.0,-10.0,-6.0,1.0,1.0,2
-29.0,-420.0,1043.0,-245.0,-27.0,1.0,7.0,3.0,0.0,3.0,10.0,-19.0,-88.0,-31.0,-25.0,-14.0,19.0,-1.0,95.0,23.0,-12.0,17.0,-4.0,6.0,2
-25.0,-169.0,408.0,-129.0,-191.0,-220.0,-225.0,-196.0,8.0,5.0,0.0,20.0,326.0,41.0,27.0,9.0,12.0,5.0,67.0,22.0,23.0,7.0,2.0,14.0,2
-2.0,36.0,-114.0,25.0,-2.0,-27.0,-30.0,-37.0,-6.0,0.0,-2.0,-2.0,-54.0,4.0,3.0,4.0,-6.0,-1.0,-25.0,-4.0,-13.0,-8.0,-6.0,-6.0,2
10.0,2.0,19.0,-10.0,-4.0,4.0,7.0,8.0,12.0,11.0,9.0,8.0,18.0,12.0,10.0,10.0,7.0,10.0,9.0,12.0,14.0,12.0,8.0,7.0,2
-2.0,-56.0,223.0,-14.0,-67.0,-2.0,-5.0,-2.0,7.0,12.0,14.0,9.0,94.0,17.0,14.0,5.0,7.0,15.0,26.0,4.0,16.0,-44.0,-14.0,0.0,2
-16.0,-9.0,-22.0,-7.0,-11.0,-14.0,-16.0,-15.0,-1.0,-7.0,-7.0,-2.0,-7.0,-9.0,-9.0,-7.0,0.0,1.0,3.0,4.0,0.0,1.0,-7.0,-1.0,2
12.0,20.0,4.0,28.0,30.0,13.0,11.0,11.0,5.0,9.0,13.0,13.0,-12.0,3.0,5.0,7.0,2.0,3.0,6.0,6.0,-5.0,-2.0,3.0,3.0,2
15.0,12.0,24.0,12.0,10.0,10.0,11.0,11.0,13.0,12.0,10.0,-8.0,12.0,10.0,11.0,11.0,2.0,1.0,-4.0,-7.0,-14.0,-6.0,4.0,4.0,2
2.0,-14.0,25.0,7.0,33.0,46.0,32.0,20.0,-10.0,-6.0,0.0,-9.0,-84.0,-21.0,-21.0,-12.0,15.0,9.0,25.0,10.0,-39.0,20.0,5.0,10.0,2
-8.0,-49.0,127.0,-36.0,-97.0,-187.0,-160.0,-132.0,-10.0,0.0,12.0,22.0,121.0,31.0,25.0,13.0,17.0,25.0,35.0,30.0,33.0,-11.0,-3.0,11.0,2
-11.0,-233.0,676.0,-140.0,-126.0,-196.0,-214.0,-190.0,39.0,17.0,24.0,0.0,111.0,6.0,16.0,11.0,49.0,54.0,173.0,79.0,55.0,-1.0,9.0,35.0,2
-3.0,-17.0,27.0,-14.0,-24.0,-13.0,-11.0,-9.0,1.0,-5.0,-6.0,-20.0,7.0,-4.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0,5.0,2.0,0.0,-1.0,2
-12.0,3.0,-42.0,-4.0,-10.0,-13.0,-11.0,-11.0,-12.0,-12.0,-11.0,-16.0,-21.0,-13.0,-13.0,-9.0,-6.0,-7.0,-7.0,-5.0,-11.0,-8.0,-7.0,-6.0,2
-10.0,-8.0,-9.0,-6.0,-3.0,0.0,-4.0,-4.0,-19.0,-11.0,-11.0,-17.0,-16.0,-8.0,-7.0,-8.0,-8.0,-7.0,-4.0,-4.0,-1.0,1.0,1.0,-4.0,2
13.0,429.0,-995.0,247.0,53.0,-15.0,-22.0,-24.0,-76.0,-54.0,-32.0,-24.0,-134.0,-50.0,-50.0,-42.0,-49.0,-37.0,-156.0,-64.0,-64.0,-45.0,-10.0,-39.0,2
-5.0,-18.0,8.0,-16.0,-20.0,-4.0,-2.0,4.0,-4.0,-8.0,-12.0,-12.0,-22.0,-11.0,-5.0,-3.0,-2.0,-7.0,-7.0,-9.0,-13.0,-9.0,-4.0,-1.0,2
6.0,-20.0,185.0,-50.0,-129.0,32.0,34.0,48.0,6.0,15.0,-1.0,5.0,55.0,24.0,22.0,21.0,12.0,21.0,6.0,3.0,30.0,28.0,14.0,20.0,2
-22.0,-24.0,-17.0,-21.0,-21.0,-18.0,-20.0,-19.0,-24.0,-22.0,-19.0,-16.0,-21.0,-19.0,-21.0,-19.0,-11.0,-11.0,-8.0,-4.0,-5.0,-2.0,-11.0,-10.0,2
6.0,84.0,-161.0,109.0,100.0,23.0,25.0,17.0,-14.0,3.0,11.0,22.0,-41.0,-5.0,-6.0,-5.0,-14.0,-6.0,-26.0,-12.0,-20.0,-21.0,-9.0,-14.0,2
-15.0,-33.0,79.0,-86.0,-104.0,38.0,29.0,40.0,-9.0,-19.0,-26.0,-24.0,45.0,6.0,8.0,0.0,-14.0,-10.0,-21.0,-26.0,-28.0,-9.0,-4.0,-7.0,2
0.0,-197.0,535.0,-89.0,53.0,31.0,29.0,17.0,13.0,-2.0,15.0,12.0,-123.0,-17.0,-16.0,-8.0,27.0,11.0,82.0,22.0,-31.0,-13.0,-2.0,12.0,2
-2.0,-18.0,11.0,-28.0,-8.0,2.0,4.0,4.0,-2.0,-3.0,-7.0,-4.0,-6.0,-4.0,-3.0,-3.0,-2.0,-2.0,-1.0,-3.0,-3.0,-2.0,-5.0,-3.0,2
35.0,89.0,-165.0,76.0,69.0,27.0,40.0,36.0,12.0,18.0,19.0,19.0,-30.0,12.0,13.0,18.0,8.0,8.0,-8.0,3.0,-1.0,-1.0,11.0,9.0,2
-5.0,17.0,-67.0,23.0,19.0,-1.0,-1.0,-2.0,0.0,-3.0,0.0,3.0,-6.0,-1.0,0.0,-1.0,-8.0,-3.0,-20.0,-5.0,-8.0,-9.0,-1.0,-5.0,2
2.0,-1.0,1.0,0.0,-3.0,-2.0,-3.0,-4.0,1.0,0.0,1.0,0.0,-5.0,-1.0,-1.0,0.0,4.0,6.0,6.0,8.0,10.0,6.0,5.0,3.0,2
5.0,135.0,-388.0,95.0,31.0,-11.0,0.0,0.0,-2.0,-11.0,-11.0,-5.0,-57.0,-17.0,-14.0,-8.0,-18.0,-17.0,-45.0,-24.0,-29.0,-18.0,-9.0,-14.0,2
-2.0,-76.0,58.0,-21.0,6.0,-11.0,-26.0,-26.0,25.0,3.0,1.0,10.0,6.0,7.0,9.0,1.0,2.0,2.0,9.0,14.0,-2.0,76.0,34.0,-7.0,2
9.0,8.0,-11.0,-16.0,0.0,3.0,4.0,4.0,4.0,4.0,3.0,7.0,2.0,3.0,5.0,5.0,3.0,4.0,2.0,1.0,-6.0,-2.0,3.0,3.0,2
1.0,-6.0,9.0,-6.0,4.0,-2.0,0.0,1.0,11.0,2.0,-1.0,5.0,21.0,4.0,5.0,4.0,-1.0,-3.0,-10.0,-19.0,-29.0,-18.0,2.0,1.0,2
-10.0,-29.0,41.0,-31.0,0.0,-2.0,7.0,12.0,1.0,-6.0,-9.0,-11.0,-18.0,-8.0,-3.0,-2.0,1.0,-1.0,2.0,3.0,1.0,2.0,0.0,1.0,2
-49.0,-323.0,752.0,-172.0,-97.0,10.0,-71.0,-84.0,14.0,-3.0,22.0,-31.0,-104.0,-44.0,-39.0,-35.0,32.0,21.0,189.0,94.0,71.0,75.0,-10.0,1.0,2
-3.0,-67.0,164.0,-58.0,-20.0,-1.0,1.0,2.0,5.0,2.0,1.0,-1.0,35.0,9.0,8.0,5.0,4.0,1.0,16.0,2.0,2.0,6.0,4.0,5.0,2
-12.0,-14.0,-3.0,-17.0,-26.0,-15.0,-16.0,-15.0,-16.0,-13.0,-13.0,-12.0,5.0,-15.0,-15.0,-14.0,-10.0,-8.0,-7.0,-9.0,-5.0,-6.0,-7.0,-9.0,2
25.0,401.0,-931.0,232.0,63.0,14.0,11.0,10.0,-47.0,-23.0,-12.0,2.0,-46.0,-13.0,-10.0,-8.0,-24.0,-20.0,-69.0,-40.0,-42.0,-33.0,-6.0,-13.0,2
-6.0,-33.0,68.0,-33.0,-16.0,-11.0,-12.0,-12.0,-1.0,0.0,-1.0,4.0,-1.0,-6.0,-5.0,-4.0,3.0,4.0,13.0,8.0,4.0,-1.0,-5.0,-3.0,2
8.0,1.0,4.0,21.0,17.0,4.0,3.0,0.0,11.0,2.0,10.0,19.0,19.0,14.0,12.0,6.0,9.0,8.0,14.0,22.0,4.0,86.0,24.0,2.0,2
