0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-5.0,-11.0,-9.0,-8.0,-8.0,13.0,9.0,2.0,-33.0,30.0,-4.0,-1.0,0.0,14.0,13.0,2.0,-2.0,-71.0,4.0,5.0,16.0,13.0,6.0,-1.0,1
25.0,40.0,28.0,25.0,24.0,23.0,12.0,12.0,-85.0,-70.0,33.0,15.0,19.0,11.0,23.0,15.0,3.0,7.0,12.0,7.0,8.0,14.0,11.0,1.0,1
10.0,-9.0,-12.0,-12.0,-16.0,-36.0,-80.0,-66.0,-34.0,-481.0,-13.0,-5.0,10.0,14.0,-24.0,-37.0,40.0,-89.0,-2.0,-2.0,-1.0,8.0,0.0,95.0,1
32.0,31.0,51.0,62.0,68.0,98.0,109.0,48.0,141.0,861.0,45.0,57.0,64.0,78.0,86.0,82.0,18.0,683.0,20.0,49.0,64.0,59.0,51.0,61.0,1
16.0,15.0,13.0,16.0,18.0,17.0,18.0,14.0,-20.0,-25.0,16.0,8.0,13.0,19.0,21.0,8.0,7.0,-2.0,7.0,-1.0,-6.0,13.0,12.0,0.0,1
-3.0,10.0,11.0,20.0,19.0,11.0,12.0,-16.0,18.0,19.0,9.0,14.0,20.0,7.0,9.0,4.0,14.0,11.0,3.0,10.0,15.0,12.0,15.0,25.0,1
-31.0,-60.0,-85.0,-80.0,-83.0,-92.0,-131.0,-91.0,329.0,349.0,-71.0,-75.0,-78.0,-79.0,-114.0,-27.0,3.0,760.0,-92.0,-83.0,-76.0,-69.0,-95.0,0.0,1
22.0,36.0,24.0,18.0,27.0,24.0,47.0,6.0,-2.0,-44.0,22.0,21.0,12.0,24.0,59.0,90.0,-9.0,-44.0,32.0,42.0,50.0,20.0,2.0,-22.0,1
57.0,83.0,78.0,65.0,70.0,62.0,54.0,61.0,222.0,852.0,89.0,72.0,78.0,82.0,64.0,95.0,107.0,821.0,46.0,46.0,62.0,82.0,112.0,161.0,1
-16.0,-28.0,-24.0,-32.0,-37.0,-30.0,-42.0,-24.0,-25.0,-70.0,-24.0,-25.0,-39.0,-43.0,-35.0,-17.0,17.0,64.0,-12.0,-7.0,-4.0,-17.0,-7.0,17.0,1
15.0,-2.0,8.0,6.0,-6.0,-10.0,13.0,42.0,16.0,233.0,-11.0,7.0,15.0,34.0,22.0,1.0,-18.0,114.0,-40.0,8.0,12.0,5.0,0.0,1.0,1
