0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
-33.0,-19.0,-27.0,-16.0,-22.0,-40.0,-77.0,-87.0,-27.0,-17.0,-15.0,-18.0,-30.0,-47.0,-63.0,-43.0,3
51.0,57.0,53.0,50.0,47.0,35.0,19.0,-30.0,49.0,55.0,50.0,47.0,39.0,31.0,18.0,5.0,3
57.0,55.0,51.0,56.0,59.0,42.0,35.0,7.0,38.0,53.0,50.0,53.0,45.0,39.0,24.0,19.0,3
0.0,2.0,-12.0,0.0,-2.0,-8.0,-15.0,-68.0,-27.0,-2.0,1.0,-1.0,-3.0,2.0,-7.0,-8.0,3
5.0,4.0,1.0,0.0,-1.0,0.0,-13.0,-14.0,-26.0,-6.0,-2.0,0.0,-1.0,-3.0,-4.0,-4.0,3
45.0,34.0,21.0,14.0,9.0,8.0,-7.0,-57.0,24.0,17.0,14.0,12.0,1.0,-11.0,-27.0,-41.0,3
1.0,19.0,3.0,17.0,8.0,6.0,-11.0,-57.0,25.0,23.0,21.0,18.0,7.0,10.0,0.0,2.0,3
5.0,-14.0,-13.0,-8.0,-7.0,-13.0,3.0,26.0,-18.0,-14.0,-14.0,-12.0,-14.0,-21.0,-16.0,14.0,3
58.0,44.0,46.0,25.0,24.0,29.0,57.0,111.0,14.0,29.0,31.0,32.0,53.0,45.0,47.0,25.0,3
49.0,50.0,40.0,27.0,23.0,18.0,3.0,-22.0,56.0,46.0,35.0,25.0,16.0,8.0,0.0,-4.0,3
-13.0,-12.0,-14.0,-15.0,-18.0,-19.0,-21.0,-18.0,-22.0,-15.0,-13.0,-17.0,-17.0,-16.0,-16.0,-20.0,3
-32.0,-40.0,-50.0,-34.0,-43.0,-46.0,-48.0,-66.0,-27.0,-42.0,-35.0,-38.0,-50.0,-50.0,-54.0,-45.0,3
23.0,19.0,19.0,24.0,27.0,15.0,8.0,-4.0,27.0,24.0,22.0,25.0,23.0,12.0,3.0,0.0,3
12.0,19.0,11.0,5.0,-3.0,-14.0,-18.0,-41.0,17.0,14.0,8.0,1.0,-10.0,-19.0,-33.0,-55.0,3
-23.0,-23.0,-15.0,-16.0,-22.0,-28.0,-40.0,-85.0,34.0,-34.0,-26.0,-26.0,-43.0,-37.0,-27.0,3.0,3
-20.0,-9.0,-7.0,6.0,10.0,12.0,38.0,129.0,13.0,2.0,1.0,5.0,6.0,12.0,20.0,70.0,3
-10.0,-4.0,-3.0,-4.0,-12.0,-15.0,-33.0,-60.0,33.0,5.0,-3.0,-5.0,-12.0,-16.0,-28.0,-49.0,3
7.0,15.0,18.0,17.0,19.0,11.0,-10.0,-59.0,-3.0,7.0,12.0,14.0,12.0,3.0,-11.0,-31.0,3
81.0,68.0,63.0,63.0,72.0,70.0,82.0,103.0,84.0,70.0,60.0,60.0,64.0,66.0,68.0,71.0,3
-27.0,-26.0,-21.0,-19.0,-17.0,-17.0,-5.0,36.0,-34.0,-22.0,-18.0,-18.0,-18.0,-22.0,-32.0,-50.0,3
38.0,49.0,38.0,45.0,39.0,35.0,35.0,33.0,-123.0,34.0,43.0,42.0,29.0,17.0,-10.0,-47.0,3
-2.0,7.0,6.0,13.0,15.0,17.0,21.0,3.0,1.0,10.0,13.0,14.0,16.0,19.0,12.0,12.0,3
74.0,25.0,23.0,21.0,11.0,12.0,-17.0,-10.0,13.0,5.0,14.0,9.0,-12.0,-15.0,-31.0,-62.0,3
21.0,2.0,-2.0,-7.0,-7.0,-5.0,-7.0,-15.0,-12.0,0.0,-3.0,-4.0,-1.0,1.0,-1.0,-7.0,3
-22.0,-20.0,-13.0,-6.0,3.0,2.0,-3.0,-3.0,-11.0,-20.0,-12.0,-6.0,-3.0,-1.0,-1.0,-1.0,3
-26.0,-25.0,-29.0,-20.0,-32.0,-28.0,-32.0,-35.0,43.0,-21.0,-28.0,-22.0,-22.0,-20.0,-22.0,-8.0,3
16.0,27.0,14.0,10.0,6.0,1.0,-15.0,-8.0,20.0,0.0,10.0,8.0,6.0,6.0,14.0,38.0,3
-60.0,-58.0,-47.0,-40.0,-45.0,-52.0,-76.0,-41.0,-10.0,-40.0,-40.0,-41.0,-54.0,-50.0,-35.0,18.0,3
-4.0,-12.0,-17.0,-16.0,-12.0,-7.0,11.0,32.0,2.0,-10.0,-15.0,-17.0,-12.0,-11.0,-6.0,-6.0,3
