0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
11.0,1.0,22.0,-6.0,1.0,3.0,-6.0,-14.0,-18.0,-2.0,-2.0,-12.0,-7.0,-7.0,-7.0,-7.0,1
68.0,72.0,73.0,61.0,61.0,54.0,59.0,59.0,101.0,53.0,54.0,63.0,55.0,50.0,50.0,59.0,1
32.0,23.0,-56.0,20.0,10.0,3.0,-1.0,-5.0,19.0,-4.0,20.0,18.0,10.0,11.0,8.0,1.0,1
21.0,27.0,-41.0,12.0,19.0,15.0,17.0,18.0,40.0,33.0,28.0,21.0,21.0,21.0,24.0,28.0,1
19.0,1.0,-31.0,-13.0,-8.0,-5.0,-1.0,8.0,-8.0,-14.0,-13.0,-23.0,-19.0,-13.0,-6.0,1.0,1
-4.0,-4.0,-205.0,-13.0,-16.0,-3.0,2.0,-12.0,-90.0,19.0,-2.0,-10.0,-9.0,0.0,9.0,13.0,1
-64.0,-50.0,-276.0,-34.0,-48.0,-60.0,-68.0,-82.0,-256.0,19.0,-21.0,-30.0,-59.0,-73.0,-96.0,-116.0,1
-13.0,-7.0,-101.0,-19.0,-20.0,-29.0,-42.0,-62.0,-13.0,-37.0,-19.0,-23.0,-23.0,-33.0,-52.0,-75.0,1
-35.0,-51.0,-226.0,-44.0,-23.0,-31.0,-43.0,-59.0,-82.0,-16.0,-17.0,-21.0,-23.0,-30.0,-46.0,-55.0,1
-34.0,-28.0,-536.0,-9.0,5.0,-3.0,-13.0,-49.0,-185.0,-38.0,10.0,-10.0,-15.0,-35.0,-70.0,-103.0,1
-72.0,-63.0,96.0,19.0,8.0,-13.0,-4.0,10.0,-56.0,57.0,70.0,28.0,-4.0,-25.0,-38.0,-13.0,1
16.0,30.0,58.0,30.0,27.0,24.0,12.0,6.0,11.0,15.0,17.0,25.0,24.0,19.0,10.0,6.0,1
-9.0,-14.0,-26.0,-30.0,-37.0,-33.0,-37.0,-32.0,-29.0,-46.0,-33.0,-32.0,-32.0,-32.0,-31.0,-33.0,1
-25.0,-52.0,273.0,-25.0,-23.0,-31.0,-33.0,-23.0,61.0,-48.0,-16.0,-16.0,-26.0,-30.0,-25.0,-20.0,1
108.0,95.0,-7.0,53.0,70.0,64.0,72.0,83.0,46.0,63.0,61.0,56.0,53.0,54.0,56.0,62.0,1
-26.0,-30.0,-6.0,-55.0,-40.0,-40.0,-37.0,-28.0,-49.0,-152.0,-63.0,-57.0,-39.0,-41.0,-34.0,-27.0,1
113.0,17.0,636.0,82.0,55.0,68.0,92.0,142.0,124.0,177.0,65.0,70.0,85.0,92.0,110.0,124.0,1
