0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
-50.0,-293.0,-12.0,-15.0,-18.0,-23.0,-23.0,-14.0,-17.0,-13.0,-13.0,-13.0,-16.0,-9.0,-13.0,-13.0,7
-6.0,-4.0,-7.0,-5.0,-6.0,-6.0,-6.0,-6.0,-5.0,-4.0,-4.0,-3.0,-3.0,-7.0,-11.0,-3.0,7
-48.0,-253.0,6.0,6.0,7.0,12.0,10.0,7.0,4.0,4.0,3.0,2.0,2.0,-4.0,-1.0,1.0,7
8.0,21.0,5.0,2.0,4.0,7.0,9.0,6.0,-1.0,1.0,-2.0,-4.0,-7.0,-21.0,-21.0,-7.0,7
4.0,4.0,1.0,-1.0,1.0,4.0,5.0,5.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,-1.0,7
7.0,-13.0,7.0,8.0,9.0,8.0,9.0,10.0,5.0,7.0,5.0,5.0,5.0,5.0,4.0,2.0,7
-7.0,-8.0,-2.0,1.0,0.0,-2.0,-3.0,-5.0,-2.0,-1.0,0.0,2.0,2.0,2.0,-2.0,-1.0,7
16.0,13.0,12.0,12.0,13.0,12.0,17.0,14.0,6.0,5.0,4.0,2.0,1.0,-1.0,0.0,0.0,7
-1.0,10.0,-8.0,-10.0,-7.0,1.0,0.0,-5.0,-5.0,-3.0,-7.0,-7.0,-3.0,3.0,-1.0,-2.0,7
12.0,11.0,14.0,14.0,11.0,13.0,15.0,12.0,10.0,12.0,11.0,12.0,14.0,23.0,17.0,9.0,7
18.0,14.0,12.0,13.0,15.0,16.0,12.0,13.0,8.0,9.0,8.0,7.0,7.0,6.0,4.0,4.0,7
-5.0,1.0,-8.0,-8.0,-10.0,-10.0,-10.0,-7.0,-5.0,1.0,-3.0,-4.0,-5.0,-4.0,-3.0,-3.0,7
-5.0,-8.0,-4.0,-3.0,-3.0,-6.0,-5.0,-4.0,-5.0,-4.0,-3.0,-3.0,-5.0,-8.0,-3.0,-4.0,7
8.0,18.0,9.0,9.0,9.0,9.0,6.0,6.0,4.0,3.0,4.0,6.0,6.0,3.0,1.0,4.0,7
1.0,142.0,-15.0,-12.0,-16.0,-16.0,-16.0,-14.0,-9.0,-10.0,-13.0,-14.0,-11.0,-6.0,-5.0,-5.0,7
2.0,-38.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,2.0,1.0,3.0,5.0,2.0,1.0,0.0,7
-6.0,-16.0,-2.0,-3.0,-1.0,0.0,-1.0,-3.0,-3.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,7
-7.0,-61.0,0.0,-2.0,0.0,3.0,3.0,-2.0,-3.0,-2.0,-5.0,-8.0,-1.0,14.0,5.0,-5.0,7
27.0,42.0,19.0,15.0,20.0,26.0,24.0,27.0,12.0,13.0,13.0,12.0,14.0,16.0,13.0,4.0,7
2.0,7.0,1.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-3.0,7
-1.0,-5.0,-1.0,0.0,1.0,-2.0,-1.0,-3.0,-1.0,-1.0,-1.0,2.0,4.0,1.0,0.0,1.0,7
11.0,55.0,7.0,9.0,8.0,6.0,3.0,-10.0,5.0,5.0,4.0,4.0,4.0,8.0,8.0,4.0,7
0.0,1.0,2.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,0.0,7
8.0,3.0,8.0,8.0,5.0,9.0,11.0,11.0,7.0,5.0,4.0,3.0,2.0,0.0,3.0,3.0,7
-7.0,-4.0,-8.0,-8.0,-10.0,-9.0,-7.0,-7.0,-6.0,-6.0,-6.0,-7.0,-8.0,-15.0,-7.0,-4.0,7
6.0,0.0,10.0,12.0,13.0,12.0,10.0,0.0,4.0,6.0,6.0,7.0,8.0,12.0,9.0,3.0,7
0.0,-4.0,-8.0,-9.0,-10.0,-16.0,-17.0,-4.0,-3.0,-2.0,2.0,0.0,0.0,8.0,0.0,1.0,7
17.0,210.0,-12.0,-14.0,-11.0,-3.0,2.0,0.0,-3.0,-4.0,-3.0,-5.0,-7.0,-22.0,-9.0,-1.0,7
-11.0,-253.0,12.0,14.0,11.0,5.0,7.0,9.0,8.0,16.0,12.0,9.0,10.0,10.0,6.0,5.0,7
-21.0,-243.0,-4.0,-6.0,-9.0,-21.0,-14.0,-9.0,-2.0,0.0,-3.0,-7.0,-6.0,-15.0,-8.0,-3.0,7
2.0,-2.0,6.0,5.0,4.0,4.0,6.0,5.0,1.0,1.0,2.0,0.0,-2.0,-1.0,-1.0,-1.0,7
191.0,1010.0,9.0,8.0,6.0,3.0,-1.0,4.0,5.0,4.0,4.0,6.0,7.0,7.0,2.0,5.0,7
-2.0,-3.0,-1.0,-2.0,-5.0,-3.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,-2.0,-9.0,-4.0,1.0,7
10.0,5.0,12.0,12.0,17.0,13.0,10.0,14.0,8.0,10.0,10.0,9.0,7.0,6.0,4.0,2.0,7
-11.0,-12.0,-11.0,-12.0,-12.0,-14.0,-11.0,-11.0,-9.0,-9.0,-9.0,-9.0,-9.0,-12.0,-11.0,-7.0,7
-4.0,1.0,-1.0,-2.0,-3.0,5.0,-2.0,0.0,3.0,3.0,2.0,1.0,0.0,2.0,8.0,6.0,7
